user_id,friend_id,timestamp
1764,2801,1248129918
708,2986,1247182470
262,795,1247195181
2134,814,1243978102
450,1558,1246552302
958,746,1245439590
471,2906,1247823387
933,1568,1244042318
309,234,1247986165
27,116,1245382431
62,749,1245920692
485,734,1246437710
2647,1122,1245285644
2334,664,1245727337
414,587,1246452581
2299,2474,1243857010
1870,1781,1248965478
1284,791,1247924232
1587,582,1245838017
106,2027,1247115729
2843,40,1245477383
1178,2547,1246508395
1551,2670,1247513899
2978,229,1246978032
2363,1140,1244465942
1883,2251,1247285451
1188,647,1248835240
2521,717,1247223892
1958,460,1248786869
1973,2780,1248778816
2941,1390,1248445005
1129,2734,1245022900
1451,1211,1247034950
1610,2785,1244780290
2541,2927,1244186263
1308,2118,1245636089
901,2619,1243903419
1870,2122,1247720707
1680,339,1248480157
2648,2529,1243859018
696,1770,1246086978
812,1024,1246185151
626,788,1246443555
2510,797,1248901826
1450,1042,1245796036
1423,1477,1247997566
2794,1074,1243858846
311,56,1246953517
387,1285,1244653600
2367,2404,1248644763
2180,684,1248231581
1966,1018,1248310557
1624,1217,1248933939
803,2480,1243872027
194,2876,1247972237
2726,1339,1246974353
1570,1499,1244420358
147,793,1244591360
1432,2933,1247637894
2713,2470,1246227907
71,2068,1248783327
355,2760,1245320251
2956,1967,1248523152
207,567,1246075729
2143,969,1246916272
2220,2270,1248553952
1713,2158,1244141719
2821,1270,1247038506
1531,1444,1248065706
1753,1720,1244863405
2936,2795,1245128090
1004,977,1247448004
1918,2151,1245639994
1467,816,1245843330
1227,1115,1247703048
1379,2839,1248399746
655,718,1245565935
2408,2568,1244498576
2851,1734,1244651552
1554,1454,1246053581
41,926,1245512134
1982,2768,1244379005
1094,380,1243859595
2665,701,1245757260
1051,224,1244864624
282,1037,1244445730
2334,2519,1244764767
1131,2450,1245380099
917,655,1245488692
362,2632,1247612065
2659,1515,1243839159
971,1274,1245547567
227,494,1247071976
2831,2858,1245125993
2638,2755,1246388757
2379,2007,1247291173
2194,1352,1244076129
274,2201,1248748560
1510,1236,1244742265
2409,997,1246744298
1395,2284,1245351924
2843,897,1248560601
1627,1428,1247639436
1208,979,1248228360
1540,2474,1245644656
1033,1430,1244189161
444,1394,1247606285
1938,182,1245513960
1120,2477,1246198363
899,12,1247308802
1990,1193,1244823144
2135,724,1245497588
2372,664,1247052246
2509,920,1245120204
849,1701,1244858666
280,2447,1247796323
1822,1285,1246702340
307,2331,1246784423
1077,223,1248285752
1622,170,1246360404
2656,927,1244425822
936,2827,1246468546
1972,988,1244500856
787,911,1245584141
2404,1361,1248526970
1368,3,1248451903
759,2466,1244678282
2047,756,1248381032
1066,2405,1245656168
2912,1604,1243886609
2838,879,1248786189
1520,83,1247359370
2222,779,1245597121
285,400,1247720482
2181,1116,1246179876
1283,1542,1248953023
1109,2341,1246399498
1084,338,1246957405
1791,502,1248980485
2719,1100,1247660986
154,1797,1246775289
252,2843,1246873106
964,2239,1245715584
2002,1900,1247417865
705,1509,1248510964
2633,2920,1247657730
511,1930,1244318159
695,267,1248420123
2478,1100,1246280108
1236,1968,1245220272
2397,2350,1246007649
2297,1752,1248914181
602,2156,1248765906
2532,1422,1245170551
670,2547,1246527720
656,1265,1248655944
773,2277,1248548520
2500,1305,1247421389
2154,253,1246733332
1111,1432,1245564080
2901,275,1248036083
129,2886,1244746948
780,2269,1245025199
2552,705,1247208972
1204,473,1245790859
242,1675,1248013169
2164,235,1247772483
1972,61,1244989567
540,2601,1247943055
2965,408,1248440709
1646,1695,1247942048
2116,2891,1245942921
577,1800,1245078159
2181,2297,1248359421
2061,503,1247414352
1540,1684,1246360489
1388,2510,1244991920
2889,1656,1247042523
2118,975,1247524549
2066,1796,1246384856
1280,1959,1245988834
2308,2810,1244888531
1027,2657,1244782405
1775,2033,1245783559
1071,1864,1249007167
2438,681,1244900268
268,760,1246416900
317,525,1247687638
1251,46,1246216416
746,483,1247178224
941,2311,1246132287
2500,2655,1248222896
2398,2923,1244125846
2594,2309,1244949953
29,1173,1244493832
2307,2705,1248042007
1041,1302,1243974384
1122,2496,1245111709
1696,92,1248214876
152,2880,1244225157
2984,259,1248204663
406,2527,1244004551
1785,2304,1243883221
808,1792,1244764244
2194,2838,1246022844
265,1375,1246562035
1762,2452,1247233565
443,874,1244965971
1449,832,1245451431
974,319,1245385454
1958,528,1248752455
919,950,1247254192
334,713,1248629522
322,2355,1246758260
2751,1651,1247855568
1484,1084,1248436375
1757,547,1246354357
2496,2436,1245219208
1434,969,1245658691
236,2328,1245245998
2563,1021,1247401884
1413,1349,1245085635
2798,2758,1248982456
305,899,1244654480
1921,1043,1244778866
258,1361,1247959422
411,120,1246944076
906,2133,1244300554
2341,1943,1246453270
694,2441,1246855600
249,1262,1248991491
644,777,1247037113
1,2170,1247350511
2462,1701,1247743319
1852,194,1244431236
1746,1764,1244674094
2569,1181,1246538129
1413,1373,1244104927
1770,1201,1246642224
1470,1930,1248885394
674,1273,1248807264
1523,117,1247894128
2875,1362,1247559975
1415,2150,1246057017
500,103,1247461480
1137,1265,1244482016
2628,440,1243905502
2985,1268,1248231582
1782,2111,1243856851
88,1946,1244733339
181,2812,1246749712
55,2842,1245204892
680,1701,1248980577
2928,1394,1246899417
1344,602,1246487127
558,2758,1246908785
160,1393,1244140917
2783,2398,1246812750
557,677,1248815259
779,2536,1247011055
1570,2750,1247967737
579,1796,1244640972
2190,2217,1246985691
2998,494,1246531770
32,7,1245088108
2426,855,1245766296
608,2319,1246736541
340,1112,1244615759
804,2561,1245386758
1910,543,1245571105
1042,1043,1246845621
446,794,1246892200
1538,1767,1246956786
1350,516,1245025555
2248,1826,1248914780
752,117,1247086054
2743,551,1248054603
1868,2455,1247709397
2865,2025,1246708603
2799,58,1245617171
2193,1245,1247154272
1159,2222,1247404340
2422,1427,1244977829
2174,618,1245639030
1281,1030,1246545851
2313,775,1245737087
1568,2024,1247431863
2046,2303,1245170101
1325,823,1248830141
2137,2040,1248537955
392,1700,1246197645
2776,423,1248123669
727,2997,1243858999
1495,707,1244536410
1468,1170,1245022576
1156,2033,1246648919
1263,1434,1248397908
1603,1665,1244671154
2162,675,1248710078
144,95,1245667508
2547,1541,1245158553
1840,2258,1244636342
1422,1689,1248891450
2501,682,1247051175
1177,1945,1245684967
2781,160,1244167062
2699,1400,1245371302
2666,1451,1248975818
1585,1571,1246767999
264,1263,1247830124
751,194,1246011209
1551,612,1249009383
701,2292,1247395757
2580,165,1247525114
1750,490,1247285593
2423,1726,1245170421
1848,1641,1244398164
2600,2336,1244721840
2892,2026,1245534593
1864,2011,1248227230
2374,2700,1246139288
2212,437,1246467818
1321,2013,1246087478
981,1191,1244991333
224,2831,1246340256
272,1613,1247375255
519,454,1248139481
2135,2924,1248566990
1875,1848,1245957972
1985,2399,1245944908
760,2345,1246863750
2023,1088,1244177347
1948,304,1245214256
2997,2919,1246248785
1948,2132,1247469435
388,1553,1247503410
359,2671,1247048219
304,407,1243999987
2375,1881,1248033329
1007,780,1247326485
532,2778,1244706961
2287,320,1246669976
1188,2279,1246950829
1764,1792,1248552966
458,2346,1244913648
711,1758,1246621612
1044,305,1247472579
2543,305,1244148217
2049,2404,1244002024
896,264,1245793100
1010,2423,1248587464
816,1325,1245054115
1464,2816,1247915740
282,2215,1247280185
620,695,1248930293
2404,1468,1245984932
1594,1109,1248769143
73,694,1244167825
1100,1608,1245531661
1134,1735,1247196955
1448,141,1247515636
1107,70,1246024029
148,1756,1245074189
1602,1064,1247281909
2230,1391,1247897297
2792,1095,1248121795
1569,311,1246316995
2045,879,1246570128
643,1887,1245937978
2857,2725,1246358347
192,281,1247072809
346,2542,1247983694
2453,386,1246187643
1026,1792,1245648902
53,444,1246342262
1975,330,1245907124
1104,1439,1245786291
239,485,1247218310
1086,1934,1248948836
308,1881,1245037308
1069,2088,1245851740
999,478,1248127617
1764,77,1248940033
24,2287,1247516775
403,2275,1246016811
2080,2539,1246401826
421,2005,1247344308
2734,2153,1245921796
1379,720,1244235251
2363,441,1244047407
1037,1988,1247370927
2165,2680,1244467400
1557,2772,1247389543
210,1270,1248030720
1733,2457,1248038802
2039,625,1246450718
811,1865,1248787496
2646,2492,1248391695
1326,172,1244580733
782,2029,1245494791
2416,2080,1245166858
493,2836,1246592925
1581,1701,1246528770
1277,651,1246389721
2795,2856,1243876412
2186,2938,1244579929
1210,1095,1247866782
2018,2569,1248476821
105,1091,1244058692
912,2582,1248490029
1917,2444,1246556356
1627,2698,1246886047
2743,906,1244209440
2987,2464,1245297283
2283,605,1248203385
2857,864,1248610990
2417,2436,1246001107
1040,1237,1248350489
1091,437,1245034645
411,686,1244817852
2310,1616,1244184134
2173,310,1248322156
1495,1275,1244118557
2636,2102,1245555227
2897,1790,1244436046
1546,172,1244224478
2051,2844,1244749299
540,355,1243910159
2713,964,1244276057
110,829,1245222256
492,2569,1247446068
241,2701,1247551744
780,2923,1246140882
1104,1991,1248699031
2424,399,1244934819
140,1644,1246705127
2859,2167,1247370665
2886,1453,1247844651
2991,2196,1244616003
1540,2729,1247299777
2203,125,1244749544
1129,144,1247538093
1562,2306,1247932065
1177,1595,1247788974
2104,2128,1246032730
30,1655,1247412760
1840,1238,1248791564
2056,2917,1244804371
500,2533,1248433809
433,2937,1246719606
313,178,1246006412
2526,1619,1248144928
2213,1475,1243837437
605,1231,1247724685
1629,2027,1247774439
594,346,1245600445
1394,186,1246813964
1424,1110,1245290078
2768,1939,1245130069
584,905,1246207159
1659,108,1246284735
188,1388,1246499906
1947,1363,1248323861
608,233,1248512010
2994,2569,1247385444
2763,646,1245611346
628,2240,1247540665
2806,1225,1245113956
1088,746,1248075036
1759,2402,1244416741
690,2085,1245513919
1228,24,1246636393
1831,193,1248191762
1901,2792,1247083971
2321,1723,1246011242
21,1313,1245576658
1209,1783,1244958492
49,2884,1248136465
1170,843,1245147443
2419,2725,1246532925
605,2898,1248487816
961,1500,1248612127
1620,239,1244643876
1678,133,1248531649
1546,1393,1246302736
1512,205,1247042956
1032,1525,1247150217
1097,140,1246042156
1256,1697,1245062604
2035,2109,1248762624
593,1536,1246450091
2689,313,1245657991
883,950,1248225446
1084,2397,1246923855
1329,544,1248749153
138,2072,1245151753
534,2783,1245296224
1871,1860,1247828478
1538,1363,1244666189
808,1023,1247796495
1638,822,1246973824
1806,467,1247913463
2293,780,1247121419
2010,621,1246910104
836,2110,1244333471
1518,1737,1245189199
1008,2023,1243962526
210,2508,1246729774
2614,573,1244559551
2174,934,1244582914
2164,567,1245813800
1635,2559,1247843689
2223,2401,1245154038
2954,1549,1244287868
1259,1492,1244763879
2135,2339,1248266077
2509,1561,1248655464
2113,2056,1244135645
737,2191,1244611681
1782,474,1248772321
1760,1394,1246867916
883,845,1248525483
1612,796,1243879910
2651,1369,1245714090
965,571,1245060013
865,20,1244393400
2018,1267,1245177351
1280,55,1244324385
706,922,1244754778
1019,1472,1244651975
2887,1866,1247839980
2492,2627,1246717438
1015,2853,1244915964
1820,434,1247849084
1836,1082,1246690991
732,1331,1248781704
701,87,1245257502
453,773,1247249223
2382,2767,1245524911
146,1822,1246345200
1213,475,1244932305
809,2674,1244829348
1270,2305,1245468325
942,2131,1244873900
143,2577,1245285915
2141,2531,1246898870
1449,884,1244183025
654,2217,1246239979
2247,2772,1245629124
244,294,1247392981
1006,2706,1244501131
336,1985,1245080317
1105,8,1244145973
518,1027,1247829283
2652,1106,1245710722
2008,508,1246622044
64,903,1244363971
1931,2881,1246487695
2481,111,1247879598
867,260,1247058859
1883,2703,1244714988
219,2185,1244428690
300,2789,1245751731
602,181,1247108837
2717,586,1248279320
2831,686,1246537277
528,2632,1246999715
2413,2202,1245293270
46,1392,1244390890
1276,605,1247296321
2801,970,1246900082
2649,1570,1248049886
2656,1182,1245117856
423,2200,1246496774
352,2220,1245806434
2044,105,1248130643
284,2957,1246750599
1263,2075,1247630763
2831,2838,1247669977
983,2412,1244077485
1732,2148,1248015975
2404,2951,1246068911
2586,2180,1248221104
1483,2791,1245498912
1258,2961,1245061625
709,2849,1245509778
95,1757,1247179082
2771,315,1245267824
915,1057,1245370751
667,967,1248200903
351,849,1244839833
623,1990,1244475866
743,55,1247068405
1727,2928,1248601639
2847,2993,1246588431
2483,946,1247799004
1207,1664,1246491548
2974,2262,1248761324
1739,2448,1248846304
1822,945,1248570085
2645,68,1246115100
586,2646,1248602734
1411,731,1243902382
2089,854,1246314055
2508,2566,1246303137
494,2174,1246375364
925,2168,1243857538
80,1464,1246946230
1447,2318,1244857452
1395,1936,1244002825
1297,37,1245590294
775,1746,1248332294
2102,1685,1247133900
1708,2880,1248520903
2186,1920,1248425838
1105,1776,1245093994
2733,1147,1244114566
457,1979,1249013998
2986,1593,1248449278
1390,1873,1246544389
952,2009,1244435886
1587,2914,1244010813
309,1832,1244943173
1755,28,1246444917
638,2570,1244926489
957,1439,1247444904
2577,2330,1245231412
2702,819,1245920853
931,1036,1246296306
383,1324,1244115992
826,2569,1247834995
1531,109,1246843451
1246,2423,1248763206
2145,1899,1244957978
1899,1853,1246010719
408,2752,1247110042
2357,2770,1245207004
1374,1737,1245813260
2696,2987,1244376633
1597,783,1248797156
2582,1806,1247429722
1907,750,1244376251
155,2695,1246812738
767,178,1248555194
871,112,1245837342
2122,2088,1247991683
1306,2217,1246338999
43,893,1247781306
13,1055,1246689390
252,1799,1246502584
1355,2554,1244642192
689,1062,1248933047
2589,2322,1248710363
2013,1230,1244524310
2724,54,1248740963
1277,297,1247031187
1927,1358,1247042711
1397,553,1244447528
2943,1867,1248757109
2465,613,1245268132
1884,476,1245137339
2345,1900,1248321384
1020,2175,1248685326
769,1844,1245955263
1108,481,1244831566
155,651,1247968300
2731,270,1245909509
2282,827,1248819412
971,520,1244255111
780,2875,1244889313
1092,2147,1248730362
2700,2995,1244619777
1474,1911,1248530654
1272,1402,1245799683
1734,1065,1244463561
2261,649,1248653077
2187,1011,1244445184
524,1871,1244442976
662,2273,1246593913
2068,2971,1244315688
969,2776,1248878375
537,2698,1245235863
1508,888,1245635142
183,352,1247852153
2744,1976,1246891277
1620,2596,1248547648
1674,2939,1244343724
2653,734,1245203372
216,2403,1245047375
2810,70,1244779144
1154,1181,1246765143
2622,2358,1245311128
2324,2800,1244913323
1464,302,1248953776
1260,1209,1243897012
812,1846,1246739919
586,865,1248028973
1744,1617,1246113510
1805,1422,1244661732
474,1156,1245268028
1176,2199,1246933244
902,2042,1248774529
2466,753,1248340218
50,1764,1246572566
2252,316,1245014161
2926,1840,1247214792
666,2243,1248980587
2712,379,1248059367
935,352,1248692453
2844,2556,1245906940
316,776,1245257599
2782,628,1247734159
1218,2370,1245606930
831,2093,1246278018
177,2365,1245129029
1848,140,1245600636
2658,2808,1243938783
2799,1488,1247492503
1248,2890,1244267133
2890,2104,1245428281
2783,1611,1247122774
1818,2252,1248263854
1182,1030,1248710011
2428,169,1244701929
1769,2175,1245064796
239,2756,1245768605
1477,1452,1247190141
1749,2963,1246217665
1144,1543,1244769301
1292,2269,1248259213
2691,1648,1245802319
819,1212,1244415505
2070,2510,1246980621
1023,2454,1246102396
1754,2993,1247329087
1849,2735,1248991399
2647,2667,1248165109
736,2422,1244600649
1636,1535,1246152321
2373,2860,1248816237
2202,1290,1247384916
172,2896,1246300407
1858,1257,1245783879
1792,334,1248661147
2729,2515,1245039089
2249,2271,1244491701
1168,1177,1244808250
2213,279,1244565145
2877,2666,1245192949
673,475,1248182115
498,661,1247502222
1425,2744,1247158709
2752,745,1243969475
814,96,1248487263
568,563,1244886073
619,388,1248490319
67,2015,1243912743
250,689,1247365364
2952,2958,1246999113
190,1323,1245116993
2363,1482,1247198103
1422,201,1244364958
2796,2317,1247918715
2759,495,1244721473
2270,2654,1248087389
1562,2081,1245915280
2049,357,1248810914
1212,1797,1248877764
203,458,1247490834
555,1469,1248275585
2716,181,1246799177
853,2523,1246176580
2912,118,1248222020
1455,1654,1247052541
1227,799,1244711933
416,218,1245540326
2527,2282,1247173235
1014,670,1245154930
2907,1291,1247035096
2926,1945,1244065056
754,1493,1246901510
79,205,1248915412
362,1723,1245304838
159,913,1248784543
823,2117,1247912302
2712,545,1244576798
1549,1673,1246930672
1218,1127,1248181019
1580,1460,1246596923
1942,2540,1247970167
2105,855,1243874192
2810,109,1244088367
2620,2921,1246474623
1958,1398,1244233419
759,608,1247335754
611,1200,1243894914
2704,968,1244457726
254,1405,1247737834
1542,1042,1246034636
517,1256,1244721798
363,420,1247328918
60,142,1243985881
915,1811,1248786671
2439,2689,1247986478
389,159,1247918987
1325,2880,1244534079
861,800,1244081735
639,785,1246955684
525,2332,1248871442
1618,1978,1246864186
1825,2511,1245068009
1828,1252,1245112010
45,2385,1244392566
1796,94,1248270933
1176,2468,1248182549
974,1822,1246104617
2768,199,1246228663
809,1559,1245704653
1247,1553,1244157553
1078,1700,1244123289
1924,2321,1244618488
117,2808,1246215714
1300,264,1245225457
2577,992,1247701446
711,2167,1248401218
1206,941,1245285101
63,453,1244509211
1813,2544,1246442772
2153,1146,1244913742
808,1712,1246727722
1491,1334,1244667870
1004,1496,1247564638
686,1571,1243881448
214,2853,1246574556
586,2124,1245954760
9,1359,1246977372
1041,1298,1245051481
764,1803,1248795819
814,2862,1247566845
1087,2739,1244285643
1431,1106,1246974997
2368,1219,1248713288
1261,1684,1248941078
1417,168,1246105331
1148,1990,1246787506
2665,628,1245731645
2452,867,1247844836
670,1571,1244590686
2078,231,1246412479
2974,154,1247877138
2077,1666,1245886932
1384,1231,1248472605
1356,1932,1244495290
2761,1267,1248181081
695,2761,1248677158
2851,1987,1245335120
420,1072,1246772131
1600,1391,1244626174
719,1081,1246323983
1413,2595,1248417950
358,209,1248790252
2447,2590,1245918569
70,2740,1244735253
183,710,1248995072
2273,1579,1248528383
1157,1161,1248974662
2347,1569,1244910139
2365,1098,1248212347
933,2142,1247333151
955,506,1244247559
1349,2903,1246511667
2214,450,1247419400
2525,464,1243968182
1321,2995,1247375072
2548,44,1244044839
1350,1692,1248634936
1562,1894,1244018389
529,600,1244584484
1472,1034,1248973234
982,1366,1245904132
2487,1139,1247167021
389,1331,1247288478
130,2508,1247809750
2867,2043,1244174893
458,163,1245941685
390,557,1248656059
1485,1042,1244128988
1215,2632,1246958726
1077,219,1245401985
1866,212,1247971162
1515,1259,1244908734
423,2435,1248938891
1001,941,1243890245
1872,1834,1247064291
1111,2029,1244359581
1248,113,1247225981
2826,1158,1244758536
2744,286,1244741685
906,2732,1243883149
630,2478,1245704912
2082,1971,1248426868
2153,2230,1247167532
138,1640,1248971011
1638,1855,1245390241
130,862,1248178551
291,2968,1244247577
224,2986,1248397374
940,2073,1246314532
1450,2050,1248068717
1111,417,1246588523
651,816,1248323654
321,2097,1247826295
1338,204,1244411555
920,1756,1247774247
2819,4,1247823261
2269,2070,1244806763
1590,1932,1246205210
2711,1795,1246048844
2590,2931,1245439076
2929,474,1247089602
2551,2098,1245773557
2906,365,1248261849
2342,2786,1248535695
2384,2338,1246709334
1362,458,1245559528
705,1944,1246480653
1721,1595,1248100780
1819,2877,1245081967
2054,2505,1247418979
2340,1368,1244357998
1126,263,1248748937
215,705,1247318728
1967,2524,1248339190
2255,2421,1244578356
1346,1932,1247752448
118,1913,1248420058
1308,378,1246371830
684,2455,1248044019
1157,1272,1247349358
826,1343,1244691007
1565,1047,1245734259
2764,2935,1246361893
1900,983,1246873906
1704,1824,1247641223
1389,935,1246080278
2215,1925,1247335782
2100,2601,1244662499
225,2312,1248442009
687,2474,1246413489
849,1415,1246162630
2469,949,1248113707
440,1666,1248638448
1141,2385,1245910215
808,547,1248260067
2977,2250,1246121042
1370,2704,1244102752
2952,1398,1246619420
2048,532,1245162291
2980,1689,1246761658
2947,2639,1244309195
2645,949,1247593097
1985,2841,1244184839
1831,1999,1245761578
982,1022,1245817825
1810,2889,1245133298
1338,724,1248979112
2452,1612,1245216407
358,2054,1244967229
2825,1603,1244730205
1689,462,1245340191
586,2779,1244041885
1922,1178,1248803733
653,1553,1246103427
2030,506,1244813423
2974,754,1246496380
1857,2912,1245861256
1346,2354,1245036930
443,712,1248513123
429,2920,1244930172
870,2839,1244520571
175,1219,1243946181
2248,2564,1248512861
1883,1798,1248556349
237,2582,1247871309
2857,619,1248223569
442,761,1248614735
917,1460,1245452776
970,264,1244012392
2765,452,1247246026
752,31,1246121834
2273,1734,1247110868
2309,2243,1248078102
2306,430,1248701640
2092,2368,1246550713
1095,2325,1247668957
1910,2330,1245462538
2181,2750,1246818114
693,2638,1248657369
1660,54,1246099543
414,2599,1245331487
1093,2975,1246711388
1950,1535,1248047357
517,1091,1247190321
2949,2735,1243979312
584,784,1244720444
1836,394,1245336586
2869,2538,1245746970
1430,588,1246698241
1637,1051,1244262934
412,2823,1244179182
1626,1448,1245907349
2475,2762,1246870135
298,2625,1247526024
1360,1659,1246021398
657,1464,1244207631
100,2222,1244526831
771,2474,1247155391
440,2688,1244802923
429,19,1248432414
2665,1623,1247012813
224,1709,1244725884
2709,785,1246992559
2047,2854,1244835441
2031,1221,1248315383
777,400,1244908281
923,1812,1245567323
2364,2740,1247648991
1872,2183,1247834236
820,2910,1246138404
6,1964,1244867779
1694,86,1248263449
1445,1215,1245613952
2624,2835,1247818441
1582,1224,1245822407
382,1236,1245744949
914,1245,1245460563
1244,279,1246916160
2691,1887,1244183115
493,2830,1248462025
764,231,1247657531
1531,1078,1247177613
1858,744,1248938830
682,260,1246842823
332,2962,1246449401
2592,666,1247599326
2313,743,1245227814
937,1661,1247879946
35,1770,1246940326
1757,2279,1247003148
1994,1106,1247971060
2203,346,1248095805
89,1244,1248155643
791,2728,1243894921
1163,1230,1247560705
2341,668,1244071853
2208,2004,1248530406
1974,1624,1248085106
1656,144,1245466157
2092,768,1248173347
1814,1509,1244936015
2236,1913,1248425708
2887,2064,1244143819
2080,1913,1247901435
349,1260,1246067071
692,1538,1245334165
763,2132,1247471745
1236,1478,1246707291
2767,1321,1247193185
1100,1049,1245048877
2769,2635,1248790797
654,1475,1246204349
2158,1368,1244389936
232,1664,1244536206
1576,160,1246570623
146,700,1245106003
976,1450,1247291120
64,1956,1246511951
2819,2704,1248708970
2585,922,1246915752
492,1933,1244193863
2805,2278,1247756530
1762,1681,1244606691
307,2404,1245688693
2792,459,1247871518
2053,676,1245722688
496,946,1245290432
872,1437,1245156259
1362,336,1244295507
1824,2169,1247423367
2333,2373,1244599976
1412,2512,1245903586
1049,2911,1244132788
983,2125,1244471409
1257,2049,1245695925
2410,1283,1247934840
1384,2401,1247545597
1215,2804,1248799868
1390,1104,1244264210
1803,439,1248962531
812,2956,1247374278
1354,1653,1247841449
2470,1353,1248788310
1369,624,1247883142
1408,2708,1248533821
2701,1006,1248739096
554,2643,1243995495
1888,1628,1245291524
1141,634,1245476472
974,1399,1246170492
2908,1955,1245339658
1653,2997,1248304972
1647,2441,1248593788
1672,1045,1244912080
1683,1162,1248419414
1501,735,1246551003
395,938,1247321314
1604,1721,1244851866
261,1378,1244884789
598,89,1243921041
176,270,1245142550
1952,2765,1248786327
1139,1661,1246944932
1624,1409,1247554392
2789,1924,1248198860
2747,2729,1247846688
1310,2844,1246070858
1436,324,1247617361
2785,698,1245252362
155,1974,1248570266
509,2202,1247438474
31,372,1248681004
2891,2467,1245637979
1009,128,1248182000
1048,880,1247353729
1822,2577,1246975390
1186,560,1248878350
543,2099,1246590000
550,800,1245864995
2546,79,1246958391
2449,2183,1247739048
1772,1534,1248231881
903,2360,1245027477
1010,552,1248012904
2089,1599,1246078479
1298,2522,1245608051
2936,838,1245200950
1620,799,1247724240
1615,2456,1246921750
2604,2507,1248637981
2815,1741,1246090477
1009,2850,1247783309
1001,1599,1245696793
1573,2230,1245454871
1062,746,1248240432
1829,2051,1243988755
414,530,1244856923
1784,1241,1244920059
956,1454,1248749485
465,2485,1245273436
737,1150,1244223789
265,615,1245027554
892,306,1247011506
2220,2677,1248501220
1219,2812,1248015468
