user_who_retweeted,original_user,timestamp
kloy777,FabrizioRomano,2025-07-08 12:00:24.739419
RaymondMen468,FabrizioRomano,2025-06-11 00:39:38.363482
Kaycool007,FabrizioRomano,2025-08-08 10:16:27.367500
fcbarca233,FabrizioRomano,2025-08-08 13:22:55.085779
Rio7s2,FabrizioRomano,2025-06-13 01:32:41.916633
chill_xone,FabrizioRomano,2025-07-28 08:18:44.518168
Gyai_Gyimi3,FabrizioRomano,2025-06-08 13:39:07.618391
umarmjibrin3,FabrizioRomano,2025-06-10 13:16:18.555533
phancyboi,FabrizioRomano,2025-06-12 10:32:17.491343
AngMy82347,FabrizioRomano,2025-06-11 21:28:10.308706
ticklefari,FabrizioRomano,2025-07-09 05:32:10.954508
Tppiingz,FabrizioRomano,2025-07-07 14:17:38.415199
bishopjoshua007,FabrizioRomano,2025-07-21 21:00:22.022625
samsonoppong10,FabrizioRomano,2025-08-01 14:52:12.757860
HanhTeri84552,FabrizioRomano,2025-06-26 08:53:03.933561
The__Lieutenant,FabrizioRomano,2025-06-14 06:23:14.644323
YeboahEmma73513,FabrizioRomano,2025-06-04 02:57:03.234393
VibesY171890,FabrizioRomano,2025-07-03 11:16:37.691585
haizal10,FabrizioRomano,2025-07-10 10:10:55.808920
iam_djsutton,FabrizioRomano,2025-07-09 17:49:32.789493
calypso_davinci,FabrizioRomano,2025-07-19 22:02:47.164418
HoodstarToni,FabrizioRomano,2025-08-02 15:54:02.612946
rc7rc7,FabrizioRomano,2025-07-12 14:12:21.773269
Muhammadlawal47,FabrizioRomano,2025-07-09 08:18:59.870500
Nahzree,FabrizioRomano,2025-08-06 05:23:44.424369
WasedWrusader,FabrizioRomano,2025-06-14 19:11:32.227534
cannabay420,FabrizioRomano,2025-07-26 21:03:38.217341
Lakinho21,FabrizioRomano,2025-07-02 18:26:54.628385
FlawToby,FabrizioRomano,2025-07-11 22:48:31.775242
andrethemage,FabrizioRomano,2025-07-10 08:32:35.706382
skriladrilla,FabrizioRomano,2025-07-14 15:43:56.135382
gabogalescoau,FabrizioRomano,2025-07-19 13:19:00.311513
AMORIM3RA,FabrizioRomano,2025-07-09 20:39:32.285549
JusticeKAmoah2,FabrizioRomano,2025-06-15 06:07:13.304747
michaelsyl10,FabrizioRomano,2025-06-27 13:08:07.621216
YRafindadi,FabrizioRomano,2025-06-26 11:18:17.294818
jhaydee_x,FabrizioRomano,2025-07-16 05:21:32.759132
muthuri_andrew,FabrizioRomano,2025-07-02 21:56:04.082300
huzaifa_moh1729,FabrizioRomano,2025-07-03 16:33:07.228564
cfelix07,FabrizioRomano,2025-06-13 04:00:27.708278
TheReal_Rome0,FabrizioRomano,2025-08-02 13:42:01.816667
amineen123,FabrizioRomano,2025-06-19 02:30:35.905311
Amosslashaz,FabrizioRomano,2025-06-20 22:39:00.385476
2009Munawir,FabrizioRomano,2025-06-14 07:36:41.996589
dml_oluwa,FabrizioRomano,2025-07-04 01:08:01.196642
Alte_Tobss,FabrizioRomano,2025-07-23 19:43:14.523597
AkwesiStunner,FabrizioRomano,2025-06-13 10:42:57.469198
Bashiru5917,FabrizioRomano,2025-07-20 00:54:14.282715
brrbiggie67848,FabrizioRomano,2025-08-03 06:34:33.181291
Collen_Komane,FabrizioRomano,2025-06-12 05:19:37.239798
Call_me_sauce,FabrizioRomano,2025-08-10 04:35:43.518092
adegbiteolanre5,FabrizioRomano,2025-07-25 01:29:21.367825
MichaelOgu33187,FabrizioRomano,2025-06-26 22:13:52.633572
gate141842,FabrizioRomano,2025-07-13 00:27:32.727972
shamir_254,FabrizioRomano,2025-06-01 23:41:03.783729
Rich_Babs10,FabrizioRomano,2025-08-05 03:14:30.535088
Banioffici24472,FabrizioRomano,2025-08-07 09:03:59.405352
Wilsonkiesse,FabrizioRomano,2025-06-18 16:55:49.660933
Jazzfcb7,FabrizioRomano,2025-07-13 09:02:12.194252
ahmadtaqi27,FabrizioRomano,2025-06-04 04:44:47.927079
MichealTowo,FabrizioRomano,2025-08-02 05:46:14.623272
Kaloomanblaq,FabrizioRomano,2025-06-08 20:33:42.646311
JoshuaOkpoti4,FabrizioRomano,2025-07-09 03:46:01.682885
conceptbyty,FabrizioRomano,2025-07-01 22:09:01.588332
_xomollo,FabrizioRomano,2025-07-29 04:46:46.340408
Bbenry777,FabrizioRomano,2025-07-20 16:52:09.009576
Elmainari4,FabrizioRomano,2025-07-09 21:30:31.263038
petsports360,FabrizioRomano,2025-07-14 17:54:05.862221
AwafallF29580,FabrizioRomano,2025-07-08 18:13:16.121660
kingcelebmanc,FabrizioRomano,2025-06-17 11:08:03.932830
BrightVinChi,FabrizioRomano,2025-07-09 03:53:18.417357
OlaitanAnuoluw5,FabrizioRomano,2025-06-24 08:24:26.223025
Pft98,FabrizioRomano,2025-06-11 15:00:33.838415
Tom_Tom4L,FabrizioRomano,2025-07-14 10:54:41.687715
jahkariz,FabrizioRomano,2025-08-10 01:55:42.532180
CharlesMarvell6,FabrizioRomano,2025-07-16 13:27:25.625302
iam_veehigh,FabrizioRomano,2025-06-22 01:16:10.887469
_samueld_,FabrizioRomano,2025-06-24 01:30:10.292560
HektorEAlvarez,FabrizioRomano,2025-07-16 20:50:55.021834
RussetaRodgers,FabrizioRomano,2025-07-14 21:34:55.081090
Pablinho_k2,FabrizioRomano,2025-07-17 15:28:59.997298
KakaAshiraf3,FabrizioRomano,2025-07-08 19:06:12.669336
BaloDemola,FabrizioRomano,2025-08-01 19:46:22.591331
90sManUtdFan,FabrizioRomano,2025-07-15 20:03:36.683381
officalyusuff,FabrizioRomano,2025-06-12 00:37:04.845760
SmartXchange6,FabrizioRomano,2025-06-14 08:14:36.251048
Iamspooky20,FabrizioRomano,2025-07-01 14:01:15.778635
Xzonegh2,FabrizioRomano,2025-07-30 16:23:50.308301
AEA_RedGEM,FabrizioRomano,2025-07-06 19:31:43.016372
unknwn_on_x,FabrizioRomano,2025-06-23 18:05:07.662527
Blues83418837,FabrizioRomano,2025-07-06 18:18:24.881229
PRowlland,FabrizioRomano,2025-07-15 14:27:17.361770
jmdtgjajnjg,FabrizioRomano,2025-06-11 01:30:53.712462
Greenhills59763,FabrizioRomano,2025-06-17 05:23:51.353499
BIGNjoroge,FabrizioRomano,2025-07-07 01:43:44.767136
rakan511644,FabrizioRomano,2025-07-26 20:03:27.256503
HobbitFootball,FabrizioRomano,2025-07-08 02:50:50.799904
BaayMoBreezy,FabrizioRomano,2025-08-03 11:29:20.913852
rashthejourno,FabrizioRomano,2025-06-27 02:10:00.146286
NordiPne8101,FabrizioRomano,2025-07-19 15:48:37.336368
oboyyyy_yankey,FabrizioRomano,2025-07-12 01:31:17.219827
Yacka_iv,FabrizioRomano,2025-06-01 15:18:17.141736
DavidMu90116020,FabrizioRomano,2025-07-28 20:54:50.650557
Victor_Utd,FabrizioRomano,2025-06-13 03:23:56.448487
JNdimaeme39174,FabrizioRomano,2025-06-28 16:53:37.841793
Icequis3,FabrizioRomano,2025-07-07 22:24:54.911762
AbdelAz71196420,FabrizioRomano,2025-07-29 11:01:53.902343
Churchez41,FabrizioRomano,2025-07-22 05:56:24.570801
Big_Light1,FabrizioRomano,2025-08-03 23:23:42.521885
Pete52591566187,FabrizioRomano,2025-06-01 22:10:36.810643
ORUKU_VAMOS,FabrizioRomano,2025-06-24 03:36:11.654928
Michael01961106,FabrizioRomano,2025-06-07 22:10:15.105440
pog_jessy,FabrizioRomano,2025-06-21 07:14:55.031812
MrdutchF,FabrizioRomano,2025-08-01 11:32:22.955685
VideTonEsprit,FabrizioRomano,2025-07-14 08:04:56.169454
davidsancez256,FabrizioRomano,2025-06-24 05:44:36.887119
MheHug,FabrizioRomano,2025-07-23 01:42:47.880829
PKwamekyi42836,FabrizioRomano,2025-07-22 18:11:05.416577
OkekeBless49828,FabrizioRomano,2025-06-10 20:29:13.555897
mentallergy,FabrizioRomano,2025-08-02 05:45:19.052431
LucasFaria46899,FabrizioRomano,2025-08-06 07:07:13.113942
sidii2020,FabrizioRomano,2025-06-19 18:09:57.849721
YusufBe18042764,FabrizioRomano,2025-07-18 06:30:47.380355
Pelumiiie,FabrizioRomano,2025-07-19 03:23:19.075391
ShazadA66177319,FabrizioRomano,2025-07-23 22:30:45.805643
AngelDanny2004,FabrizioRomano,2025-06-16 02:53:33.307472
d05622949,FabrizioRomano,2025-07-31 06:34:20.096120
GabrielKorun,FabrizioRomano,2025-07-01 11:36:19.346914
Dutafernandes8,FabrizioRomano,2025-07-09 00:49:37.477678
GamboBash1,FabrizioRomano,2025-06-09 20:55:00.975809
Kirimitimothy31,FabrizioRomano,2025-07-03 01:42:48.019040
Mon_tanaaaa,FabrizioRomano,2025-06-12 09:19:31.805601
IamDozie_,FabrizioRomano,2025-07-09 07:04:32.054783
KIKORISCO,FabrizioRomano,2025-06-22 06:18:05.210166
GxlDeWirtz_,FabrizioRomano,2025-07-14 06:27:23.843917
Hamid94808417,FabrizioRomano,2025-06-19 11:55:56.192942
SamsonS5740,FabrizioRomano,2025-07-13 05:13:01.283400
jefferyd_man,FabrizioRomano,2025-07-07 13:48:16.397125
clanofAlph,FabrizioRomano,2025-06-27 09:37:21.167919
Echefulach96867,FabrizioRomano,2025-07-28 04:37:33.060796
zokubiha02,IbaiLlanos,2025-07-28 06:18:42.111312
kotonasofm,IbaiLlanos,2025-07-29 22:17:43.889040
kju1225,IbaiLlanos,2025-06-09 04:54:14.362497
toamade7r,IbaiLlanos,2025-07-12 15:08:37.425857
etsubuwopb,IbaiLlanos,2025-07-21 11:01:42.703084
rayito_______,IbaiLlanos,2025-07-14 11:39:43.824526
lubowitz_feeney,IbaiLlanos,2025-07-16 06:58:02.393367
chiruigaoq,IbaiLlanos,2025-07-07 11:01:50.540092
ORIN_WHALE,IbaiLlanos,2025-06-24 10:42:05.353206
otariboy9,IbaiLlanos,2025-06-03 20:31:53.735723
panshiyuyk,IbaiLlanos,2025-08-07 21:17:29.368493
kumidodzu7t,IbaiLlanos,2025-08-02 10:18:28.906185
gotobayoyx,IbaiLlanos,2025-07-21 19:45:45.313753
muzumisawk,IbaiLlanos,2025-07-06 12:03:00.489266
frohanzxhg,IbaiLlanos,2025-06-19 08:05:56.929097
MATTS0l,IbaiLlanos,2025-06-25 07:30:34.491289
ranroraqb,IbaiLlanos,2025-07-30 17:31:03.259749
MABP48,IbaiLlanos,2025-07-23 01:49:26.289787
emilio7_Eth,IbaiLlanos,2025-06-14 21:30:29.414145
pekensuud,IbaiLlanos,2025-07-14 14:35:33.446672
zenadaya1o,IbaiLlanos,2025-06-20 08:27:03.803842
funkuzur8,IbaiLlanos,2025-07-27 07:35:41.734265
reruinixs,IbaiLlanos,2025-06-09 09:30:29.744296
sokiname7a,IbaiLlanos,2025-07-19 03:46:12.499130
senpakaa1,IbaiLlanos,2025-06-15 08:56:48.761753
Pablo__Ro,IbaiLlanos,2025-07-04 07:36:36.201325
Adrian_20vt,IbaiLlanos,2025-07-07 19:42:51.065521
themaniacacb,IbaiLlanos,2025-06-05 23:09:45.768550
heiripef7,IbaiLlanos,2025-06-21 00:10:52.013592
pukukibelg,IbaiLlanos,2025-07-16 02:16:04.910032
bikurubuu3,IbaiLlanos,2025-07-12 16:13:09.797541
nomibidzu6c,IbaiLlanos,2025-07-03 19:42:31.451175
matutineZ_,IbaiLlanos,2025-06-26 16:42:46.152059
NANCY100X,IbaiLlanos,2025-07-11 00:49:02.439616
enkizu90,IbaiLlanos,2025-08-08 12:35:35.200879
kataniro6h,IbaiLlanos,2025-07-10 19:20:24.787616
meikakoyz,IbaiLlanos,2025-07-17 06:50:45.887563
jizakamers,IbaiLlanos,2025-07-02 09:26:04.349531
kutokuzabd,IbaiLlanos,2025-08-06 15:47:26.488106
hiyaode59,IbaiLlanos,2025-07-08 19:18:02.752776
betsudedzuhg,IbaiLlanos,2025-07-18 09:23:37.561257
hirasesau9,IbaiLlanos,2025-08-07 14:14:19.423578
kariohayf,IbaiLlanos,2025-07-17 05:06:17.103651
maedemowj,IbaiLlanos,2025-08-02 23:30:19.493714
chigamabis0,IbaiLlanos,2025-06-08 07:08:49.702810
sekichiwosv,IbaiLlanos,2025-08-07 03:20:29.877543
masubaroee,IbaiLlanos,2025-06-17 20:27:31.261661
keihahi9n,IbaiLlanos,2025-06-26 19:08:48.369126
gennapi4c,IbaiLlanos,2025-08-07 18:26:27.770546
yujishimubk,IbaiLlanos,2025-06-22 10:19:40.819749
Ema128528,WestCOL,2025-06-11 05:07:41.754648
Erick_Ghost_,WestCOL,2025-07-03 04:07:56.607946
abeleliasar,WestCOL,2025-07-16 03:12:21.787981
pepitopito01,WestCOL,2025-07-18 14:16:16.210108
Efraindlrda,WestCOL,2025-07-30 13:53:32.267949
alvaroms_iq,WestCOL,2025-07-07 06:12:38.070478
AlexVZCOL,WestCOL,2025-06-20 03:02:31.465151
Samuelvillalobs,WestCOL,2025-08-01 01:39:37.418134
sob24133704,WestCOL,2025-06-05 11:35:15.091699
LuisHer28279549,WestCOL,2025-06-07 15:08:36.085912
MurphyCillian99,WestCOL,2025-06-28 05:27:51.039150
pukiw5,WestCOL,2025-07-04 06:24:34.541149
KVDN218,WestCOL,2025-06-22 01:27:22.146125
Ferexc_,WestCOL,2025-06-19 09:50:17.021944
crqy_cg,WestCOL,2025-07-31 10:13:19.600644
smgb1417,WestCOL,2025-06-22 05:56:38.724928
AARCE97,WestCOL,2025-08-09 09:35:34.942854
quintero333nico,WestCOL,2025-07-23 18:19:37.812783
Oscar_monacho,WestCOL,2025-08-01 15:33:26.689727
MSolano23439,WestCOL,2025-07-05 16:59:26.454285
juanse_0917,WestCOL,2025-07-29 20:47:51.751735
MoisesJoau,WestCOL,2025-07-09 05:03:10.792958
eldavt0,WestCOL,2025-06-11 12:54:20.681634
GodoySanty10,WestCOL,2025-07-11 07:36:27.734641
JuanesCruzR,WestCOL,2025-06-11 22:56:36.467196
Naldo21,WestCOL,2025-07-28 05:29:42.985280
Moimoiguerrero,WestCOL,2025-06-20 02:51:13.040850
juan_09trujillo,WestCOL,2025-07-19 21:32:33.058634
Nanitaaa15,WestCOL,2025-07-23 17:55:17.102136
SebasSsj24,WestCOL,2025-07-03 20:54:04.963055
cuscurus1,WestCOL,2025-07-22 22:17:00.913074
LlanesArle1906,WestCOL,2025-07-17 13:30:45.591033
ReizxMrdr2,WestCOL,2025-06-18 08:21:53.943692
percs_z,WestCOL,2025-06-14 23:21:11.412261
Luffy17xd,WestCOL,2025-08-02 19:26:57.224185
arexrf,WestCOL,2025-06-19 18:20:22.819461
AhrLucifer57533,WestCOL,2025-07-14 14:27:17.195342
seikuzta,WestCOL,2025-07-20 04:39:45.005326
AdrielR43387952,WestCOL,2025-06-23 21:51:27.961341
Romuxd,WestCOL,2025-06-14 20:51:34.268663
IMJaimeesp,WestCOL,2025-08-06 12:37:06.269099
westcol617,WestCOL,2025-07-07 06:35:09.523526
BrayanRios28758,WestCOL,2025-06-08 00:51:07.625114
RoqueCastillo29,WestCOL,2025-06-29 09:36:23.813388
Juanrs10457w7,WestCOL,2025-06-22 07:55:49.263353
WilsonPH78,WestCOL,2025-06-18 17:35:08.671701
Megawey147818,WestCOL,2025-07-26 08:23:11.861306
jdiegoruribe,WestCOL,2025-07-07 09:33:18.954561
diegoooooom82,WestCOL,2025-07-23 15:05:30.914194
frankli99301712,WestCOL,2025-08-06 10:57:54.063595
Rokkoark,FCBarcelona_es,2025-07-15 10:42:54.997999
Letona_Official,FCBarcelona_es,2025-07-19 01:19:15.276210
JesusEspin73018,FCBarcelona_es,2025-07-06 11:00:50.632366
jimmy_bad,FCBarcelona_es,2025-06-21 16:35:18.758586
cambarsa,FCBarcelona_es,2025-07-18 16:39:47.773576
MartinPacheco55,FCBarcelona_es,2025-07-24 01:09:23.137174
Penalozazuleyk1,FCBarcelona_es,2025-07-05 06:35:32.615151
FotoSanti,FCBarcelona_es,2025-07-30 16:59:07.810440
sazidour2441139,FCBarcelona_es,2025-06-09 19:39:03.040301
lgmarquez1960,FCBarcelona_es,2025-06-03 09:49:30.311371
Alfaroalex2008,FCBarcelona_es,2025-07-24 21:06:59.725339
my_narawin,FCBarcelona_es,2025-07-02 07:18:25.822822
satoru_19890722,FCBarcelona_es,2025-06-12 17:50:45.472686
liiaelys,FCBarcelona_es,2025-06-28 02:31:18.834693
angiepeaky,FCBarcelona_es,2025-06-17 18:08:59.251122
Abdalyam,FCBarcelona_es,2025-07-06 22:10:02.191312
_kimi_uwu,FCBarcelona_es,2025-07-15 14:42:26.831077
Koko72370068205,FCBarcelona_es,2025-07-09 18:30:47.584071
atlantapaige99,FCBarcelona_es,2025-07-19 05:49:18.469180
ElizabethN459,FCBarcelona_es,2025-06-28 11:25:51.022774
omarrdz1818,FCBarcelona_es,2025-07-06 10:01:11.729102
josepineda123,FCBarcelona_es,2025-07-28 03:32:14.255069
JensCule10,FCBarcelona_es,2025-07-11 13:56:02.142646
Jazzfcb7,FCBarcelona_es,2025-06-29 00:27:54.210286
Alexfluffycows,FCBarcelona_es,2025-07-15 10:07:11.331062
SelmaXimo,FCBarcelona_es,2025-07-12 01:48:17.741541
CruzAvila_2006,FCBarcelona_es,2025-08-08 07:13:03.143621
betarango,FCBarcelona_es,2025-06-28 22:23:58.971113
Lil77Gen,FCBarcelona_es,2025-07-22 23:01:03.557139
XBaxf1z,FCBarcelona_es,2025-08-04 07:19:39.282572
culer183993,FCBarcelona_es,2025-07-12 12:18:18.083221
Carmenfcb1997,FCBarcelona_es,2025-07-18 18:35:10.711533
SamuelSMJPR123,FCBarcelona_es,2025-06-15 12:52:04.155916
Emmanuel_Gyamf,FCBarcelona_es,2025-08-06 18:48:54.084754
PintusAnton1,FCBarcelona_es,2025-07-26 16:35:45.115336
MauricioPriale,FCBarcelona_es,2025-07-08 00:35:10.015752
adria_10_fcb,FCBarcelona_es,2025-07-18 20:36:49.742906
AraujoRonal10,FCBarcelona_es,2025-06-17 18:49:47.957644
vanessa__conde,FCBarcelona_es,2025-08-04 02:43:37.400757
afriyie_dankwah,FCBarcelona_es,2025-08-08 00:03:34.620907
Bida3141,FCBarcelona_es,2025-07-26 09:04:45.874373
ANITAABLA10,FCBarcelona_es,2025-07-29 01:22:44.658094
kmichael_travel,FCBarcelona_es,2025-06-07 02:15:10.232966
Lovely200413,FCBarcelona_es,2025-08-06 18:00:33.484950
laminyamalof,FCBarcelona_es,2025-07-31 08:57:56.128895
CuleOculto,FCBarcelona_es,2025-06-02 09:14:41.793847
rdzclara2024,FCBarcelona_es,2025-07-23 14:59:21.896457
JasonR2110,FCBarcelona_es,2025-07-17 12:17:42.175808
PrinceDany19,FCBarcelona_es,2025-06-12 02:14:09.499102
bangoura_majbe,FCBarcelona_es,2025-06-26 20:33:42.716045
