user_who_retweeted,original_user,timestamp
yo_richhomie,FabrizioRomano,2025-07-06 21:52:33.895430
aduderek23,FabrizioRomano,2025-07-06 21:52:33.895430
oivasdominic,FabrizioRomano,2025-07-06 21:52:33.895430
utdruby,FabrizioRomano,2025-07-06 21:52:33.895430
Kellymighty2,FabrizioRomano,2025-07-06 21:52:33.895430
WebsyteGerald,FabrizioRomano,2025-07-06 21:52:33.895430
Muhsankul,FabrizioRomano,2025-07-06 21:52:33.895430
bills_walk5052,FabrizioRomano,2025-07-06 21:52:33.895430
LaBonnePiochee,FabrizioRomano,2025-07-06 21:52:33.895430
vibewitdan,FabrizioRomano,2025-07-06 21:52:33.895430
maqsud_sagagi,FabrizioRomano,2025-07-06 21:52:33.895430
DJMAOSH3,FabrizioRomano,2025-07-06 21:52:33.895430
Fresh_Josh,FabrizioRomano,2025-07-06 21:52:33.895430
mitch_6190,FabrizioRomano,2025-07-06 21:52:33.895430
tumRutchapon,FabrizioRomano,2025-07-06 21:52:33.895430
Theophilus61742,FabrizioRomano,2025-07-06 21:52:33.895430
Sobza_iiHlubi,FabrizioRomano,2025-07-06 22:07:39.716457
AfiqZaid,FabrizioRomano,2025-07-06 22:07:39.716457
bsg0604,FabrizioRomano,2025-07-06 22:07:39.716457
aly_desk,FabrizioRomano,2025-07-06 22:07:39.716457
pariskhairullah,FabrizioRomano,2025-07-06 22:07:39.716457
fat_boyz_,FabrizioRomano,2025-07-06 22:07:39.716457
Oshoja_jr,FabrizioRomano,2025-07-06 22:07:39.716457
Mhammaduaminupc,FabrizioRomano,2025-07-06 22:07:39.716457
BigMcYNWA17,FabrizioRomano,2025-07-06 22:07:39.716457
Greg205467,FabrizioRomano,2025-07-06 22:07:39.716457
kloy777,FabrizioRomano,2025-07-06 22:07:39.716457
RaymondMen468,FabrizioRomano,2025-07-06 22:07:39.716457
Kaycool007,FabrizioRomano,2025-07-06 22:07:39.716457
fcbarca233,FabrizioRomano,2025-07-06 22:07:39.716457
Rio7s2,FabrizioRomano,2025-07-06 22:07:39.716457
chill_xone,FabrizioRomano,2025-07-06 22:07:39.716457
Gyai_Gyimi3,FabrizioRomano,2025-07-06 22:07:39.716457
umarmjibrin3,FabrizioRomano,2025-07-06 22:07:39.716457
phancyboi,FabrizioRomano,2025-07-06 22:07:39.716457
AngMy82347,FabrizioRomano,2025-07-06 22:07:39.716457
ticklefari,FabrizioRomano,2025-07-06 22:07:39.716457
Tppiingz,FabrizioRomano,2025-07-06 22:07:39.716457
bishopjoshua007,FabrizioRomano,2025-07-06 22:07:39.716457
samsonoppong10,FabrizioRomano,2025-07-06 22:07:39.716457
HanhTeri84552,FabrizioRomano,2025-07-06 22:07:39.716457
The__Lieutenant,FabrizioRomano,2025-07-06 22:07:39.716457
YeboahEmma73513,FabrizioRomano,2025-07-06 22:07:39.716457
VibesY171890,FabrizioRomano,2025-07-06 22:07:39.716457
haizal10,FabrizioRomano,2025-07-06 22:07:39.716457
iam_djsutton,FabrizioRomano,2025-07-06 22:07:39.716457
calypso_davinci,FabrizioRomano,2025-07-06 22:07:39.716457
HoodstarToni,FabrizioRomano,2025-07-06 22:07:39.716457
rc7rc7,FabrizioRomano,2025-07-06 22:07:39.716457
Muhammadlawal47,FabrizioRomano,2025-07-06 22:07:39.716457
Nahzree,FabrizioRomano,2025-07-06 22:07:39.716457
WasedWrusader,FabrizioRomano,2025-07-06 22:07:39.716457
cannabay420,FabrizioRomano,2025-07-06 22:07:39.716457
Lakinho21,FabrizioRomano,2025-07-06 22:07:39.716457
FlawToby,FabrizioRomano,2025-07-06 22:07:39.716457
andrethemage,FabrizioRomano,2025-07-06 22:07:39.716457
skriladrilla,FabrizioRomano,2025-07-06 22:07:39.716457
gabogalescoau,FabrizioRomano,2025-07-06 22:07:39.716457
AMORIM3RA,FabrizioRomano,2025-07-06 22:07:39.716457
JusticeKAmoah2,FabrizioRomano,2025-07-06 22:07:39.716457
michaelsyl10,FabrizioRomano,2025-07-06 22:07:39.716457
YRafindadi,FabrizioRomano,2025-07-06 22:07:39.716457
jhaydee_x,FabrizioRomano,2025-07-06 22:07:39.716457
muthuri_andrew,FabrizioRomano,2025-07-06 22:07:39.716457
huzaifa_moh1729,FabrizioRomano,2025-07-06 22:07:39.716457
cfelix07,FabrizioRomano,2025-07-06 22:07:39.716457
TheReal_Rome0,FabrizioRomano,2025-07-06 22:22:46.688076
amineen123,FabrizioRomano,2025-07-06 22:22:46.688076
Amosslashaz,FabrizioRomano,2025-07-06 22:22:46.688076
2009Munawir,FabrizioRomano,2025-07-06 22:22:46.688076
dml_oluwa,FabrizioRomano,2025-07-06 22:22:46.688076
Alte_Tobss,FabrizioRomano,2025-07-06 22:22:46.688076
AkwesiStunner,FabrizioRomano,2025-07-06 22:22:46.688076
Bashiru5917,FabrizioRomano,2025-07-06 22:22:46.688076
brrbiggie67848,FabrizioRomano,2025-07-06 22:22:46.688076
Collen_Komane,FabrizioRomano,2025-07-06 22:22:46.688076
Call_me_sauce,FabrizioRomano,2025-07-06 22:22:46.688076
adegbiteolanre5,FabrizioRomano,2025-07-06 22:22:46.688076
MichaelOgu33187,FabrizioRomano,2025-07-06 22:22:46.688076
gate141842,FabrizioRomano,2025-07-06 22:22:46.688076
shamir_254,FabrizioRomano,2025-07-06 22:22:46.688076
Rich_Babs10,FabrizioRomano,2025-07-06 22:22:46.688076
Banioffici24472,FabrizioRomano,2025-07-06 22:22:46.688076
Wilsonkiesse,FabrizioRomano,2025-07-06 22:22:46.688076
Jazzfcb7,FabrizioRomano,2025-07-06 22:22:46.688076
ahmadtaqi27,FabrizioRomano,2025-07-06 22:22:46.688076
MichealTowo,FabrizioRomano,2025-07-06 22:22:46.688076
Kaloomanblaq,FabrizioRomano,2025-07-06 22:22:46.688076
JoshuaOkpoti4,FabrizioRomano,2025-07-06 22:22:46.688076
conceptbyty,FabrizioRomano,2025-07-06 22:22:46.688076
_xomollo,FabrizioRomano,2025-07-06 22:22:46.688076
Bbenry777,FabrizioRomano,2025-07-06 22:22:46.688076
Elmainari4,FabrizioRomano,2025-07-06 22:22:46.688076
petsports360,FabrizioRomano,2025-07-06 22:22:46.688076
AwafallF29580,FabrizioRomano,2025-07-06 22:22:46.688076
kingcelebmanc,FabrizioRomano,2025-07-06 22:22:46.688076
BrightVinChi,FabrizioRomano,2025-07-06 22:22:46.688076
OlaitanAnuoluw5,FabrizioRomano,2025-07-06 22:22:46.688076
Pft98,FabrizioRomano,2025-07-06 22:22:46.688076
Tom_Tom4L,FabrizioRomano,2025-07-06 22:22:46.688076
jahkariz,FabrizioRomano,2025-07-06 22:22:46.688076
CharlesMarvell6,FabrizioRomano,2025-07-06 22:22:46.688076
iam_veehigh,FabrizioRomano,2025-07-06 22:22:46.688076
_samueld_,FabrizioRomano,2025-07-06 22:22:46.688076
HektorEAlvarez,FabrizioRomano,2025-07-06 22:22:46.688076
RussetaRodgers,FabrizioRomano,2025-07-06 22:22:46.688076
Pablinho_k2,FabrizioRomano,2025-07-06 22:22:46.688076
KakaAshiraf3,FabrizioRomano,2025-07-06 22:22:46.688076
BaloDemola,FabrizioRomano,2025-07-06 22:22:46.688076
90sManUtdFan,FabrizioRomano,2025-07-06 22:22:46.688076
officalyusuff,FabrizioRomano,2025-07-06 22:22:46.688076
SmartXchange6,FabrizioRomano,2025-07-06 22:22:46.688076
Iamspooky20,FabrizioRomano,2025-07-06 22:22:46.688076
Xzonegh2,FabrizioRomano,2025-07-06 22:22:46.688076
AEA_RedGEM,FabrizioRomano,2025-07-06 22:22:46.688076
unknwn_on_x,FabrizioRomano,2025-07-06 22:22:46.688076
Blues83418837,FabrizioRomano,2025-07-06 22:37:53.490811
PRowlland,FabrizioRomano,2025-07-06 22:37:53.490811
jmdtgjajnjg,FabrizioRomano,2025-07-06 22:37:53.490811
Greenhills59763,FabrizioRomano,2025-07-06 22:37:53.490811
BIGNjoroge,FabrizioRomano,2025-07-06 22:37:53.490811
rakan511644,FabrizioRomano,2025-07-06 22:37:53.490811
HobbitFootball,FabrizioRomano,2025-07-06 22:37:53.490811
BaayMoBreezy,FabrizioRomano,2025-07-06 22:37:53.490811
rashthejourno,FabrizioRomano,2025-07-06 22:37:53.490811
NordiPne8101,FabrizioRomano,2025-07-06 22:37:53.490811
oboyyyy_yankey,FabrizioRomano,2025-07-06 22:37:53.490811
Yacka_iv,FabrizioRomano,2025-07-06 22:37:53.490811
DavidMu90116020,FabrizioRomano,2025-07-06 22:37:53.490811
Victor_Utd,FabrizioRomano,2025-07-06 22:37:53.490811
JNdimaeme39174,FabrizioRomano,2025-07-06 22:37:53.490811
Icequis3,FabrizioRomano,2025-07-06 22:37:53.490811
AbdelAz71196420,FabrizioRomano,2025-07-06 22:37:53.490811
Churchez41,FabrizioRomano,2025-07-06 22:37:53.490811
Big_Light1,FabrizioRomano,2025-07-06 22:37:53.490811
Pete52591566187,FabrizioRomano,2025-07-06 22:37:53.490811
ORUKU_VAMOS,FabrizioRomano,2025-07-06 22:37:53.490811
Michael01961106,FabrizioRomano,2025-07-06 22:37:53.490811
pog_jessy,FabrizioRomano,2025-07-06 22:37:53.490811
MrdutchF,FabrizioRomano,2025-07-06 22:37:53.490811
VideTonEsprit,FabrizioRomano,2025-07-06 22:37:53.490811
davidsancez256,FabrizioRomano,2025-07-06 22:37:53.490811
MheHug,FabrizioRomano,2025-07-06 22:37:53.490811
PKwamekyi42836,FabrizioRomano,2025-07-06 22:37:53.490811
OkekeBless49828,FabrizioRomano,2025-07-06 22:37:53.490811
mentallergy,FabrizioRomano,2025-07-06 22:37:53.490811
LucasFaria46899,FabrizioRomano,2025-07-06 22:37:53.490811
sidii2020,FabrizioRomano,2025-07-06 22:37:53.490811
YusufBe18042764,FabrizioRomano,2025-07-06 22:37:53.490811
Pelumiiie,FabrizioRomano,2025-07-06 22:37:53.490811
ShazadA66177319,FabrizioRomano,2025-07-06 22:37:53.490811
AngelDanny2004,FabrizioRomano,2025-07-06 22:37:53.490811
d05622949,FabrizioRomano,2025-07-06 22:37:53.490811
GabrielKorun,FabrizioRomano,2025-07-06 22:37:53.490811
Dutafernandes8,FabrizioRomano,2025-07-06 22:37:53.490811
GamboBash1,FabrizioRomano,2025-07-06 22:37:53.490811
Kirimitimothy31,FabrizioRomano,2025-07-06 22:37:53.490811
Mon_tanaaaa,FabrizioRomano,2025-07-06 22:37:53.490811
IamDozie_,FabrizioRomano,2025-07-06 22:37:53.490811
KIKORISCO,FabrizioRomano,2025-07-06 22:37:53.490811
GxlDeWirtz_,FabrizioRomano,2025-07-06 22:37:53.490811
Hamid94808417,FabrizioRomano,2025-07-06 22:37:53.490811
SamsonS5740,FabrizioRomano,2025-07-06 22:37:53.490811
jefferyd_man,FabrizioRomano,2025-07-06 22:37:53.490811
clanofAlph,FabrizioRomano,2025-07-06 22:37:53.490811
Echefulach96867,FabrizioRomano,2025-07-06 22:37:53.490811
