user_id,follower_id,timestamp
217,4882,2010-01-08 22:55:29
4511,2933,2010-03-17 14:44:26
4909,2248,2010-02-11 22:36:44
559,588,2010-01-03 03:30:20
2515,3874,2010-03-09 01:42:04
2600,1150,2010-03-14 06:19:51
3455,3555,2010-01-24 09:53:50
3663,2219,2010-01-22 10:01:37
2197,1702,2010-03-04 21:04:32
2758,4224,2010-02-17 04:53:52
3270,3913,2010-01-22 04:27:23
485,3297,2010-02-07 02:57:14
3068,1134,2010-02-02 06:06:10
785,3866,2010-03-30 20:41:44
800,2760,2010-03-10 00:20:48
287,2510,2010-03-28 11:08:40
291,1532,2010-01-26 19:16:17
4460,1985,2010-01-03 10:23:54
1520,3286,2010-02-28 11:22:14
118,181,2010-01-03 21:08:24
3828,2284,2010-01-19 04:18:43
425,1264,2010-02-15 16:37:52
599,115,2010-03-03 19:46:58
293,1917,2010-02-26 09:47:47
43,3575,2010-03-23 05:17:08
35,1951,2010-02-13 22:33:15
1978,383,2010-01-04 14:24:44
516,4750,2010-02-18 15:20:16
2002,821,2010-03-23 20:01:46
3565,2388,2010-03-25 17:06:11
2865,970,2010-01-19 21:05:47
655,3195,2010-02-28 14:34:34
941,75,2010-01-23 16:12:28
2345,618,2010-01-06 02:15:38
4260,1424,2010-01-25 07:30:25
4587,2012,2010-01-20 00:44:28
3351,139,2010-02-23 02:55:30
3716,1738,2010-01-29 00:21:44
4051,1656,2010-01-13 07:49:26
1479,4288,2010-02-05 20:56:15
1461,3042,2010-02-19 10:18:09
1521,3268,2010-01-17 15:11:20
2597,4241,2010-01-29 14:52:06
2477,3512,2010-03-07 02:27:25
38,759,2010-01-11 07:02:59
1120,4878,2010-01-11 13:50:33
2708,1042,2010-03-09 07:21:08
334,2147,2010-01-30 15:36:35
4741,4715,2010-01-28 06:57:37
3705,4788,2010-01-20 10:25:15
2304,686,2010-03-17 07:22:55
2756,4513,2010-02-15 02:07:47
1095,250,2010-03-21 08:34:06
4554,1734,2010-03-10 10:06:04
1862,4785,2010-01-16 16:41:35
2073,3691,2010-03-10 19:15:18
1667,4837,2010-03-12 10:26:38
230,2384,2010-01-31 02:11:29
1805,3481,2010-02-07 09:19:28
4687,1527,2010-02-06 17:50:52
3929,1684,2010-01-03 07:18:20
1887,662,2010-01-21 16:46:49
148,3959,2010-03-08 18:25:05
2531,1775,2010-03-20 23:38:14
3442,2843,2010-03-18 09:02:22
3736,3863,2010-01-24 07:46:37
4836,2493,2010-03-07 15:56:30
2859,2720,2010-02-18 04:05:14
4978,4339,2010-01-03 07:11:29
1866,407,2010-01-31 15:27:35
2827,1899,2010-02-02 06:21:54
1833,124,2010-01-04 23:06:03
3624,3818,2010-03-15 23:01:21
130,2812,2010-01-08 18:01:22
572,81,2010-03-19 17:19:44
2562,3988,2010-03-05 16:32:29
4600,3332,2010-03-11 12:55:50
2904,2525,2010-01-24 02:57:00
1228,2134,2010-02-03 04:18:28
4439,1638,2010-02-05 12:30:17
3739,3735,2010-03-13 12:35:54
3441,2415,2010-03-13 14:31:42
26,4881,2010-03-21 22:20:13
1930,1909,2010-03-27 02:32:50
4090,2912,2010-03-10 01:24:11
1455,4429,2010-03-30 09:25:12
4609,566,2010-02-08 16:17:29
2550,3786,2010-02-11 09:42:49
2691,742,2010-01-19 06:05:08
3061,4567,2010-01-23 06:50:02
909,3886,2010-03-23 12:57:16
1694,1430,2010-03-01 19:37:29
2312,4087,2010-01-30 14:22:54
371,4783,2010-01-05 16:03:30
4419,4729,2010-01-18 06:28:42
1144,2297,2010-03-02 06:38:34
152,2871,2010-03-14 07:50:57
2214,3618,2010-01-14 16:15:32
4501,4188,2010-02-09 07:51:41
3863,3051,2010-01-19 12:35:35
3820,1749,2010-03-13 06:59:41
1784,3872,2010-03-25 12:13:23
4910,1054,2010-01-29 20:52:25
1820,3638,2010-01-11 16:58:55
4485,3201,2010-02-19 01:45:21
3556,4923,2010-01-04 22:16:57
1960,4819,2010-01-13 18:52:03
4416,312,2010-01-22 17:01:47
1965,1838,2010-01-05 22:20:23
4015,3695,2010-01-20 15:48:28
2045,246,2010-01-10 13:45:55
4096,1676,2010-01-21 13:28:11
4765,2106,2010-03-19 20:20:51
3515,3941,2010-02-21 16:59:53
2415,787,2010-03-24 09:12:07
1245,3799,2010-01-25 17:03:19
1987,310,2010-01-07 16:02:11
2161,196,2010-03-07 04:19:01
770,1627,2010-02-05 01:56:05
2566,411,2010-01-16 14:37:44
1503,468,2010-03-04 13:39:28
3149,1003,2010-02-19 17:01:00
390,117,2010-03-13 09:07:19
4973,4156,2010-03-20 08:28:26
4744,2812,2010-03-14 11:39:02
2237,3676,2010-02-24 22:51:54
1905,3403,2010-03-18 01:07:07
4110,595,2010-01-31 09:17:37
1534,4667,2010-02-26 21:01:33
2518,3778,2010-03-05 17:03:09
4409,3590,2010-03-03 20:37:53
2624,2855,2010-01-20 01:00:52
3320,4285,2010-02-16 09:51:36
3940,1203,2010-02-21 16:29:36
341,501,2010-01-19 14:02:44
3512,2776,2010-01-15 11:41:18
4643,1106,2010-01-06 22:23:18
2251,3623,2010-02-07 20:43:09
2222,4588,2010-02-03 13:40:36
3540,3840,2010-02-22 03:05:43
343,2871,2010-02-08 18:20:33
4514,3258,2010-02-14 14:39:53
1059,3785,2010-03-10 05:29:52
1563,367,2010-02-05 04:47:38
1785,822,2010-01-07 09:30:02
3702,2049,2010-03-03 23:05:05
838,4967,2010-02-27 17:31:50
914,684,2010-02-19 22:01:06
3766,3696,2010-01-05 05:47:16
397,1090,2010-01-26 18:36:27
1030,110,2010-03-30 15:44:07
3545,2543,2010-01-31 13:30:30
2027,2919,2010-03-27 17:04:41
2916,4290,2010-02-18 07:53:27
2933,4567,2010-01-27 22:13:44
3147,4385,2010-01-14 19:24:46
3501,4581,2010-01-28 17:25:38
2239,840,2010-03-18 05:20:24
2770,4294,2010-03-19 00:33:07
280,2084,2010-03-09 07:49:58
1523,448,2010-03-05 20:26:21
406,4010,2010-03-29 11:11:04
4956,360,2010-03-16 14:15:59
4532,3289,2010-01-01 17:36:08
1669,4255,2010-01-09 21:16:35
1224,3031,2010-02-21 08:58:34
644,2769,2010-03-21 19:14:28
471,387,2010-01-15 04:04:21
3206,1323,2010-01-29 12:22:02
29,2280,2010-02-03 21:33:51
3084,1919,2010-03-24 12:33:34
273,773,2010-01-03 18:10:14
1304,4763,2010-02-16 20:48:44
796,1768,2010-03-09 10:06:04
2682,3717,2010-02-09 12:37:46
1180,2010,2010-02-26 03:08:21
1793,3758,2010-02-24 21:31:25
2027,4478,2010-02-02 13:51:42
3094,361,2010-01-07 23:35:06
904,4375,2010-01-04 13:42:42
3574,4970,2010-02-27 15:16:08
3791,3767,2010-01-16 14:51:51
3750,4018,2010-02-17 18:55:52
1167,1785,2010-03-19 20:15:14
4608,4737,2010-03-08 08:13:07
1528,1605,2010-03-21 01:58:42
1547,3878,2010-02-01 03:39:46
4054,1875,2010-01-17 11:44:16
1789,3717,2010-01-04 13:26:19
2577,379,2010-01-16 18:14:16
4850,2424,2010-02-17 11:35:35
2492,1742,2010-01-16 10:07:10
3055,1421,2010-01-21 13:34:06
3651,4374,2010-02-17 07:49:02
3181,1363,2010-01-17 18:11:40
944,1219,2010-03-11 14:33:51
497,2074,2010-03-18 23:00:20
1695,2311,2010-01-11 03:27:59
3291,4346,2010-02-15 08:04:59
1160,3485,2010-03-08 19:54:29
4482,3620,2010-02-02 22:55:33
296,143,2010-03-26 07:26:05
1663,2175,2010-03-13 05:24:15
3743,3876,2010-01-24 13:10:50
92,3767,2010-03-13 11:30:44
2908,2647,2010-01-13 12:53:26
4185,1808,2010-02-22 21:37:35
469,4530,2010-03-01 16:47:12
1573,989,2010-01-08 14:51:49
1501,675,2010-01-27 00:00:38
610,1588,2010-03-11 19:52:29
4657,2073,2010-03-27 07:57:08
2882,1835,2010-03-28 12:14:08
2605,4074,2010-02-10 03:33:11
4435,4337,2010-03-17 07:29:38
726,1623,2010-03-13 04:36:49
3971,132,2010-02-10 21:41:34
1759,327,2010-01-18 20:11:34
3686,3580,2010-02-05 00:14:26
932,1390,2010-03-10 02:21:55
1890,335,2010-02-21 06:05:55
4835,2379,2010-03-25 20:23:43
4217,2540,2010-01-03 04:15:35
2567,4402,2010-01-12 05:05:19
3137,822,2010-01-07 08:04:42
3363,2046,2010-02-13 23:38:13
1956,4821,2010-01-20 12:27:11
4521,1153,2010-01-10 16:20:54
1977,3233,2010-02-21 10:41:11
2176,2606,2010-02-25 10:31:28
1857,1064,2010-03-30 13:12:40
1357,937,2010-01-16 15:57:06
2640,4414,2010-03-07 19:13:51
1436,466,2010-02-27 01:27:40
4621,1130,2010-02-18 20:59:38
4403,886,2010-02-08 10:57:02
1969,3880,2010-01-17 00:24:46
133,3282,2010-01-11 22:39:21
4492,2690,2010-01-01 05:47:58
1611,1116,2010-01-15 05:03:38
1789,1539,2010-01-31 10:49:34
4657,58,2010-01-01 21:40:16
3709,1278,2010-03-26 07:58:18
2970,1143,2010-03-13 03:35:23
1754,4985,2010-01-20 02:59:52
4094,3736,2010-02-12 20:19:05
1874,3659,2010-02-21 20:02:50
4512,3395,2010-01-05 18:47:25
3575,2083,2010-03-15 17:55:57
94,1109,2010-01-06 02:18:04
1257,4701,2010-03-05 12:13:09
1985,4618,2010-01-17 12:35:43
2024,2670,2010-03-08 04:51:37
2567,4958,2010-01-08 16:37:04
2080,3283,2010-03-12 06:51:42
265,2385,2010-01-14 21:21:57
1257,2801,2010-02-21 22:29:50
1683,539,2010-01-02 06:16:36
2077,894,2010-03-04 11:17:23
189,4478,2010-02-27 20:26:02
4415,3257,2010-03-01 21:43:36
4923,79,2010-01-21 07:57:12
2410,3175,2010-03-17 15:09:02
1677,532,2010-02-10 10:06:42
463,3458,2010-03-27 06:03:30
1943,4081,2010-03-24 04:00:43
503,3258,2010-02-03 20:35:08
530,1617,2010-02-15 08:18:17
4285,380,2010-02-02 00:24:41
914,250,2010-01-10 09:09:12
3971,3111,2010-01-07 09:22:02
3216,4052,2010-03-08 10:04:32
4438,2191,2010-02-03 05:52:22
1241,4350,2010-02-02 11:20:10
3071,1280,2010-03-20 14:21:42
1899,4765,2010-02-20 09:20:39
109,442,2010-03-05 17:40:23
3628,2041,2010-01-07 20:31:24
2431,2576,2010-03-06 18:04:19
2618,696,2010-02-03 05:32:43
4045,3278,2010-02-02 04:29:35
1783,3996,2010-03-03 17:44:01
2999,3463,2010-01-11 23:31:53
4894,776,2010-01-08 15:55:51
4105,2899,2010-01-04 23:33:10
3370,3853,2010-03-22 01:40:41
348,2334,2010-02-26 06:37:09
3688,136,2010-02-02 03:16:46
587,1494,2010-01-06 12:17:48
1950,4709,2010-01-25 14:50:50
1476,31,2010-02-27 02:46:36
3582,4969,2010-03-21 18:26:25
4628,1011,2010-01-19 10:21:10
3259,3400,2010-02-15 06:15:02
2875,3581,2010-03-19 03:09:40
3458,1573,2010-02-03 19:38:44
2102,3445,2010-03-21 19:03:34
4649,925,2010-01-18 20:40:58
3125,4589,2010-02-25 23:54:51
4595,1102,2010-03-20 14:06:16
4501,1964,2010-01-07 08:32:56
2693,1560,2010-01-03 06:11:14
4940,158,2010-03-04 20:59:44
2565,1413,2010-01-01 16:31:34
1624,994,2010-03-20 14:53:07
4786,76,2010-01-28 17:21:38
2368,360,2010-03-23 15:43:22
849,2284,2010-03-30 09:29:36
1024,3656,2010-01-18 09:33:29
3464,2805,2010-01-28 21:43:18
2286,3435,2010-01-03 19:25:24
2895,3846,2010-03-14 19:45:18
775,1695,2010-03-25 15:11:57
3859,3930,2010-01-24 08:32:08
2608,3994,2010-02-09 14:32:32
2805,64,2010-01-08 10:33:36
2136,3821,2010-03-16 09:38:43
2356,4910,2010-02-06 01:53:44
4323,3191,2010-02-15 03:12:07
3534,373,2010-02-11 10:49:20
4951,671,2010-03-02 20:45:19
3397,4699,2010-02-06 22:01:29
4723,3983,2010-03-20 09:41:05
2019,1854,2010-02-05 20:58:45
389,3680,2010-02-23 11:07:50
1072,2729,2010-01-21 07:14:46
4810,111,2010-01-06 02:44:44
3160,2008,2010-02-17 02:13:53
433,3027,2010-03-18 23:19:38
57,2722,2010-02-17 02:12:09
1945,1475,2010-03-12 00:45:08
2917,3970,2010-03-17 17:11:53
4803,4189,2010-03-27 04:30:38
3474,4954,2010-02-07 03:52:54
833,4395,2010-03-13 18:14:40
1656,3330,2010-03-21 03:10:41
1690,2248,2010-01-24 03:08:55
1619,4999,2010-02-01 10:11:08
3203,4146,2010-01-06 14:24:30
4860,2609,2010-03-09 04:09:54
3231,4724,2010-03-01 22:02:47
3137,162,2010-01-06 01:12:12
2017,1762,2010-03-03 23:19:26
1377,310,2010-02-08 22:50:18
3449,3510,2010-01-15 20:24:19
4620,1994,2010-03-01 09:19:37
4705,4807,2010-01-02 11:03:46
3612,1643,2010-01-31 05:28:08
1946,2108,2010-03-01 19:53:38
3679,2310,2010-03-02 03:21:07
2608,1137,2010-03-10 11:16:16
4431,4596,2010-03-22 01:32:33
2163,2337,2010-02-27 18:13:39
2504,772,2010-03-05 03:19:02
4128,1993,2010-02-01 16:01:13
3767,1125,2010-02-02 03:27:36
3340,3766,2010-02-10 01:54:39
1108,591,2010-03-29 16:18:24
1363,3348,2010-03-27 23:02:08
270,416,2010-01-27 03:41:50
2282,2166,2010-02-24 05:24:33
4055,1239,2010-03-05 01:02:40
1361,3988,2010-01-19 18:53:21
4453,267,2010-01-07 19:08:59
4587,860,2010-03-26 00:29:12
69,230,2010-03-22 08:58:33
1875,535,2010-02-09 19:42:33
33,197,2010-03-28 16:47:33
163,4453,2010-01-13 04:55:47
2022,3519,2010-01-25 20:05:36
2976,4648,2010-03-03 00:47:19
111,2297,2010-03-11 18:25:16
64,4448,2010-01-11 11:37:04
3384,846,2010-01-19 13:27:23
4930,4692,2010-01-23 23:05:50
459,996,2010-03-30 15:05:02
4807,1159,2010-03-18 18:41:44
1348,862,2010-01-14 11:15:47
1830,3512,2010-01-18 16:49:34
2589,4214,2010-01-11 08:54:42
1371,1083,2010-01-16 15:26:47
3224,514,2010-01-18 14:33:15
1154,4293,2010-01-14 20:15:23
409,1952,2010-02-10 23:45:18
3502,2925,2010-03-29 13:36:08
4336,2513,2010-01-09 10:25:41
1569,2970,2010-01-05 05:55:54
3623,4318,2010-01-16 03:34:46
3719,119,2010-02-02 03:32:21
2213,1532,2010-02-12 15:13:38
3940,3252,2010-02-03 11:59:06
2746,4315,2010-01-11 22:34:35
2131,2671,2010-02-19 06:53:23
3600,4215,2010-01-07 21:10:36
419,3966,2010-01-01 14:11:11
1543,4186,2010-03-05 13:45:31
341,3555,2010-02-03 06:58:14
4848,2827,2010-03-04 00:58:03
3954,1452,2010-01-27 19:40:01
4611,4593,2010-03-04 00:53:01
4818,127,2010-02-01 00:39:26
1343,3624,2010-03-06 10:55:43
4938,320,2010-02-21 05:13:30
1072,4997,2010-02-01 17:33:27
1576,2859,2010-01-06 19:36:48
3571,4554,2010-02-26 20:03:31
3589,2936,2010-01-13 08:22:26
2150,3789,2010-02-18 22:04:35
3428,3312,2010-03-26 09:57:05
1780,4753,2010-02-26 10:59:55
976,3478,2010-03-13 06:22:50
3099,2057,2010-02-18 17:04:19
3453,439,2010-02-16 04:30:26
3105,1299,2010-02-06 12:27:53
1791,518,2010-03-08 07:23:25
3216,4094,2010-03-28 03:05:46
4147,1701,2010-02-17 10:54:20
1716,2040,2010-02-17 05:44:40
495,2735,2010-01-10 09:34:57
2904,220,2010-01-02 22:55:55
3984,3813,2010-01-17 21:47:41
2917,3365,2010-02-03 08:44:20
4061,185,2010-02-25 09:39:29
3299,4642,2010-02-15 04:25:40
4527,2135,2010-02-02 20:17:52
237,3542,2010-01-06 15:27:12
1807,893,2010-03-27 20:48:15
3704,3799,2010-02-06 04:27:05
4616,2520,2010-02-14 09:55:35
4201,2673,2010-02-21 07:46:53
4446,1444,2010-01-17 02:13:21
1664,1376,2010-01-07 07:53:18
1243,1943,2010-03-11 08:27:56
2976,2839,2010-03-29 23:47:53
3608,644,2010-01-22 07:14:26
1657,4489,2010-01-13 01:56:58
1868,133,2010-03-10 03:48:16
1258,977,2010-02-23 20:59:46
3257,1045,2010-01-11 05:37:34
88,9,2010-02-19 17:49:15
4258,3665,2010-01-10 12:52:48
4240,1097,2010-02-04 18:34:47
4646,5,2010-02-14 20:30:17
3645,1977,2010-03-15 06:47:13
459,3340,2010-03-03 01:01:18
1235,1052,2010-01-21 19:14:06
3103,1702,2010-03-17 03:14:13
3645,4506,2010-01-26 00:21:41
2732,1316,2010-01-22 04:26:25
1001,1909,2010-03-03 20:34:13
1822,2711,2010-03-18 23:27:11
1671,859,2010-01-23 01:38:50
4387,3005,2010-03-08 23:34:43
2391,1775,2010-03-26 12:59:38
2615,2210,2010-01-31 07:31:07
1980,1100,2010-01-15 07:42:35
4447,1035,2010-01-03 15:26:39
909,1755,2010-01-12 17:35:22
3737,4620,2010-02-02 07:05:50
474,1267,2010-02-02 16:53:07
2316,1421,2010-01-05 05:26:49
1792,1045,2010-02-24 11:56:29
4414,1426,2010-03-19 12:59:01
4962,384,2010-01-07 17:11:00
3030,320,2010-02-21 15:25:10
374,3861,2010-01-18 16:25:03
1147,1347,2010-02-21 22:19:32
1418,628,2010-01-03 14:44:27
613,2028,2010-03-13 01:43:21
2229,4121,2010-01-07 06:43:50
2894,4556,2010-01-24 00:40:08
2336,1040,2010-03-07 12:10:29
2435,1221,2010-02-24 16:27:03
3923,311,2010-02-14 00:54:39
1157,1180,2010-02-08 02:26:48
4867,192,2010-02-09 10:50:48
3578,4163,2010-02-10 21:49:43
4812,1753,2010-01-26 13:15:08
3479,4904,2010-02-16 02:05:17
2959,380,2010-01-16 14:47:19
1570,2597,2010-01-29 16:16:00
1067,4165,2010-02-23 15:14:59
2068,3989,2010-03-15 07:36:40
1651,3844,2010-01-15 00:21:10
3989,3743,2010-03-10 04:59:36
4167,2200,2010-01-10 06:29:19
778,4082,2010-02-15 10:28:00
1330,878,2010-01-20 16:11:05
1704,2180,2010-01-06 02:39:30
2108,79,2010-01-29 19:27:33
4232,1771,2010-02-04 12:12:34
511,3828,2010-03-27 03:19:21
4375,971,2010-01-03 13:52:07
1068,3944,2010-03-24 20:07:50
1364,4983,2010-02-07 01:39:50
181,2030,2010-02-11 13:22:52
1767,1279,2010-01-22 15:48:54
2759,2001,2010-02-11 09:50:53
690,3367,2010-02-12 03:17:38
4386,3247,2010-01-22 07:21:27
4550,2404,2010-03-22 00:43:33
385,4780,2010-01-05 00:17:05
3833,4944,2010-02-07 13:41:33
1376,3441,2010-01-14 18:41:26
2403,317,2010-03-07 05:55:23
2422,4318,2010-02-25 15:40:47
977,1189,2010-02-16 13:45:06
4496,4855,2010-01-02 06:29:19
138,905,2010-03-10 13:23:49
42,2765,2010-02-24 11:33:15
3335,1228,2010-03-28 15:15:38
112,2392,2010-02-04 21:53:14
740,1771,2010-01-01 23:16:22
2534,475,2010-01-01 00:20:19
4568,2705,2010-01-23 13:01:12
2877,4378,2010-02-01 06:36:37
1079,2347,2010-01-05 15:58:09
1966,4411,2010-01-04 06:31:15
378,1843,2010-01-15 04:41:12
2163,1471,2010-02-05 12:38:59
3770,4022,2010-01-30 14:20:58
310,3807,2010-03-23 09:30:13
1598,4577,2010-01-19 10:07:41
3916,2765,2010-03-12 23:41:19
1791,3772,2010-01-01 03:03:34
1210,3752,2010-02-05 15:49:08
4437,3155,2010-01-05 16:27:25
1444,841,2010-02-18 07:57:31
1301,3640,2010-02-06 16:05:08
4086,3733,2010-01-03 01:19:13
3005,1969,2010-03-21 11:06:15
1050,2927,2010-03-30 02:44:54
4990,658,2010-03-12 17:39:08
1425,1322,2010-01-16 03:17:38
2622,2108,2010-02-08 16:52:26
4514,3373,2010-02-06 09:13:20
4234,3748,2010-02-26 08:56:58
1698,954,2010-02-02 06:12:13
2748,2634,2010-03-16 10:05:08
1889,1138,2010-01-03 02:23:17
2898,3256,2010-01-10 03:49:03
2022,1800,2010-03-06 14:40:35
1473,3168,2010-03-18 01:58:10
1704,1790,2010-03-12 18:32:38
2540,2394,2010-01-16 04:34:10
1447,1341,2010-03-18 16:43:22
256,189,2010-01-19 17:18:40
4956,211,2010-01-04 23:19:10
1485,3725,2010-03-02 08:30:14
983,3954,2010-03-01 21:04:48
4696,4903,2010-03-29 14:18:53
4277,56,2010-01-03 13:27:17
716,4500,2010-01-08 22:32:50
2136,3808,2010-02-17 13:10:10
720,4001,2010-01-29 20:29:32
3035,4054,2010-01-22 22:05:46
4263,2369,2010-01-07 09:36:45
4389,3230,2010-03-15 11:27:16
3343,566,2010-03-11 20:25:49
3574,2969,2010-03-04 00:24:49
2731,3955,2010-01-13 08:04:00
461,827,2010-01-31 12:32:56
258,796,2010-03-11 16:59:20
2840,2550,2010-02-27 19:17:58
4587,4791,2010-02-03 05:42:33
3823,2443,2010-02-25 13:18:10
1515,3801,2010-01-03 19:53:10
1179,2105,2010-01-14 05:32:22
1267,3315,2010-02-26 01:18:55
3547,4330,2010-03-18 02:12:58
4368,567,2010-02-22 08:49:11
2687,4565,2010-03-17 04:14:32
3670,2146,2010-03-15 13:20:09
104,2657,2010-03-13 01:43:01
2668,1626,2010-01-31 11:14:05
3052,1855,2010-01-28 09:59:46
2771,3721,2010-02-20 02:11:17
240,2078,2010-01-10 23:12:36
3994,2125,2010-03-26 22:23:28
4918,570,2010-01-15 20:26:35
3235,371,2010-01-22 11:18:08
1048,3710,2010-02-18 17:35:02
3543,1686,2010-03-22 18:12:00
3943,4220,2010-02-08 01:47:27
3767,2196,2010-01-08 06:48:07
56,956,2010-03-12 07:25:17
3465,1533,2010-01-24 04:41:01
192,2275,2010-02-13 13:59:38
2323,201,2010-01-26 17:45:51
159,136,2010-01-09 19:24:20
67,4516,2010-01-15 21:06:42
633,4674,2010-03-02 13:22:23
1776,3688,2010-02-10 18:44:28
2255,2606,2010-01-03 01:49:31
4945,579,2010-02-18 15:01:08
4628,3408,2010-01-02 15:02:43
122,1781,2010-03-08 08:16:07
1043,4874,2010-01-06 22:22:29
4814,2306,2010-01-25 03:55:27
3865,807,2010-01-11 18:26:38
2471,2707,2010-02-07 09:43:18
1172,1645,2010-02-21 20:36:51
4629,98,2010-02-12 05:23:20
2538,3725,2010-01-30 20:17:31
3783,689,2010-01-12 22:21:07
1723,1875,2010-02-03 01:47:23
3387,4984,2010-02-12 21:15:40
425,927,2010-01-22 02:32:33
4718,397,2010-03-10 18:39:59
1675,4424,2010-03-04 05:34:49
4791,3264,2010-03-04 20:23:38
1955,1852,2010-01-17 02:46:19
175,4533,2010-03-04 20:51:23
4579,3269,2010-03-10 23:22:02
4969,1097,2010-02-02 05:02:30
3204,1646,2010-02-21 00:55:02
1082,714,2010-02-18 22:51:23
1899,2657,2010-01-29 20:32:27
1518,4634,2010-02-14 14:04:41
3646,4067,2010-02-13 13:01:12
1672,1172,2010-02-11 14:09:13
4435,2581,2010-02-17 00:57:47
1099,4983,2010-01-19 17:30:50
3310,3607,2010-01-24 04:05:50
4061,1321,2010-03-11 13:50:17
4777,797,2010-01-31 11:29:47
3025,4790,2010-03-19 20:02:20
595,4272,2010-01-25 02:44:18
2405,2178,2010-02-28 14:36:59
1643,3656,2010-01-16 09:46:05
2050,4553,2010-01-19 12:09:41
2201,222,2010-03-03 15:17:18
4893,2514,2010-01-18 10:37:59
2799,1611,2010-01-14 23:29:02
4113,4747,2010-02-12 10:07:21
2531,847,2010-02-08 09:44:28
4982,3878,2010-02-18 23:39:44
4106,3464,2010-01-15 09:00:35
3976,532,2010-03-17 15:52:56
4988,723,2010-02-05 14:33:29
2864,332,2010-01-11 03:44:46
3247,3101,2010-03-18 12:31:06
4974,1982,2010-02-17 17:38:07
1858,788,2010-02-24 18:51:27
3658,4678,2010-03-13 23:48:35
4655,3645,2010-02-01 03:14:28
