user_who_retweeted,original_user,timestamp
huzaifa_moh1729,FabrizioRomano,2025-07-06 14:38:10.127327
cfelix07,FabrizioRomano,2025-07-03 20:54:17.308962
TheReal_Rome0,FabrizioRomano,2025-07-03 13:25:00.257837
amineen123,FabrizioRomano,2025-07-06 02:42:46.777674
Amosslashaz,FabrizioRomano,2025-07-06 20:18:30.921012
2009Munawir,FabrizioRomano,2025-07-06 09:06:03.195996
dml_oluwa,FabrizioRomano,2025-07-06 17:37:25.784173
Alte_Tobss,FabrizioRomano,2025-07-06 07:15:22.063372
AkwesiStunner,FabrizioRomano,2025-07-04 21:25:48.228485
Bashiru5917,FabrizioRomano,2025-07-10 05:55:00.128657
brrbiggie67848,FabrizioRomano,2025-07-11 00:12:24.780255
Collen_Komane,FabrizioRomano,2025-07-07 01:58:51.330013
Call_me_sauce,FabrizioRomano,2025-07-09 02:34:51.773726
adegbiteolanre5,FabrizioRomano,2025-07-05 14:23:08.675102
MichaelOgu33187,FabrizioRomano,2025-07-06 08:39:45.183623
gate141842,FabrizioRomano,2025-07-09 08:32:51.694996
shamir_254,FabrizioRomano,2025-07-02 05:49:34.377774
Rich_Babs10,FabrizioRomano,2025-07-12 00:32:55.025572
Banioffici24472,FabrizioRomano,2025-07-07 13:45:50.542404
Wilsonkiesse,FabrizioRomano,2025-07-06 21:40:26.790720
Jazzfcb7,FabrizioRomano,2025-07-07 11:08:24.722813
ahmadtaqi27,FabrizioRomano,2025-07-05 15:53:46.203952
MichealTowo,FabrizioRomano,2025-07-08 10:24:48.856155
Kaloomanblaq,FabrizioRomano,2025-07-07 15:40:40.488744
JoshuaOkpoti4,FabrizioRomano,2025-07-04 08:46:29.967888
conceptbyty,FabrizioRomano,2025-07-07 13:54:30.694443
_xomollo,FabrizioRomano,2025-07-06 23:17:45.976169
Bbenry777,FabrizioRomano,2025-07-07 13:53:53.213866
Elmainari4,FabrizioRomano,2025-07-06 23:10:34.125869
petsports360,FabrizioRomano,2025-07-08 15:39:23.191321
AwafallF29580,FabrizioRomano,2025-07-11 04:23:31.773504
kingcelebmanc,FabrizioRomano,2025-07-02 02:09:19.613498
BrightVinChi,FabrizioRomano,2025-07-12 01:11:05.751680
OlaitanAnuoluw5,FabrizioRomano,2025-07-03 05:23:34.503501
Pft98,FabrizioRomano,2025-07-07 13:16:07.978006
Tom_Tom4L,FabrizioRomano,2025-07-09 03:39:36.108559
jahkariz,FabrizioRomano,2025-07-11 06:51:10.040586
CharlesMarvell6,FabrizioRomano,2025-07-11 04:21:18.807900
iam_veehigh,FabrizioRomano,2025-07-04 11:27:15.495497
_samueld_,FabrizioRomano,2025-07-07 22:30:44.455856
HektorEAlvarez,FabrizioRomano,2025-07-04 05:30:21.515421
RussetaRodgers,FabrizioRomano,2025-07-03 13:38:40.808570
Pablinho_k2,FabrizioRomano,2025-07-06 11:49:41.770052
KakaAshiraf3,FabrizioRomano,2025-07-05 07:41:55.377285
BaloDemola,FabrizioRomano,2025-07-04 03:16:29.371822
90sManUtdFan,FabrizioRomano,2025-07-06 14:47:02.086397
officalyusuff,FabrizioRomano,2025-07-09 07:46:11.757660
SmartXchange6,FabrizioRomano,2025-07-04 10:43:32.995623
Iamspooky20,FabrizioRomano,2025-07-03 01:53:10.185996
Xzonegh2,FabrizioRomano,2025-07-01 16:40:28.702431
AEA_RedGEM,FabrizioRomano,2025-07-04 15:23:21.878228
unknwn_on_x,FabrizioRomano,2025-07-02 20:14:16.711865
Blues83418837,FabrizioRomano,2025-07-04 16:18:20.834849
PRowlland,FabrizioRomano,2025-07-03 07:07:28.169152
jmdtgjajnjg,FabrizioRomano,2025-07-07 08:58:27.500677
Greenhills59763,FabrizioRomano,2025-07-02 05:24:40.991923
BIGNjoroge,FabrizioRomano,2025-07-11 16:30:20.103186
rakan511644,FabrizioRomano,2025-07-07 15:32:48.044100
HobbitFootball,FabrizioRomano,2025-07-07 14:26:44.232436
BaayMoBreezy,FabrizioRomano,2025-07-12 06:30:16.155814
rashthejourno,FabrizioRomano,2025-07-06 21:08:59.039029
NordiPne8101,FabrizioRomano,2025-07-09 04:45:51.917771
oboyyyy_yankey,FabrizioRomano,2025-07-07 04:01:00.869200
Yacka_iv,FabrizioRomano,2025-07-01 18:43:08.481192
DavidMu90116020,FabrizioRomano,2025-07-10 20:27:13.978845
Victor_Utd,FabrizioRomano,2025-07-11 07:21:38.807614
JNdimaeme39174,FabrizioRomano,2025-07-08 07:10:52.066630
Icequis3,FabrizioRomano,2025-07-07 13:24:53.712276
AbdelAz71196420,FabrizioRomano,2025-07-08 17:56:38.522128
Churchez41,FabrizioRomano,2025-07-02 05:43:11.506211
Big_Light1,FabrizioRomano,2025-07-10 10:12:03.165854
Pete52591566187,FabrizioRomano,2025-07-04 09:55:46.358273
ORUKU_VAMOS,FabrizioRomano,2025-07-02 07:49:08.209314
Michael01961106,FabrizioRomano,2025-07-06 17:50:59.433659
pog_jessy,FabrizioRomano,2025-07-11 13:14:28.524380
MrdutchF,FabrizioRomano,2025-07-08 10:58:37.763964
VideTonEsprit,FabrizioRomano,2025-07-03 08:24:27.887858
davidsancez256,FabrizioRomano,2025-07-02 21:29:10.508578
MheHug,FabrizioRomano,2025-07-05 05:45:47.253925
PKwamekyi42836,FabrizioRomano,2025-07-06 09:04:48.602333
OkekeBless49828,FabrizioRomano,2025-07-02 15:24:56.965648
mentallergy,FabrizioRomano,2025-07-09 20:46:11.897172
LucasFaria46899,FabrizioRomano,2025-07-09 01:35:26.548394
sidii2020,FabrizioRomano,2025-07-08 02:57:45.376729
YusufBe18042764,FabrizioRomano,2025-07-05 08:35:46.947818
Pelumiiie,FabrizioRomano,2025-07-03 03:05:19.280621
ShazadA66177319,FabrizioRomano,2025-07-02 02:01:49.164582
AngelDanny2004,FabrizioRomano,2025-07-08 14:01:24.057803
d05622949,FabrizioRomano,2025-07-03 23:15:36.981054
GabrielKorun,FabrizioRomano,2025-07-11 21:53:45.105113
Dutafernandes8,FabrizioRomano,2025-07-10 10:32:48.663805
GamboBash1,FabrizioRomano,2025-07-05 07:55:42.400812
Kirimitimothy31,FabrizioRomano,2025-07-03 17:43:28.942286
Mon_tanaaaa,FabrizioRomano,2025-07-07 23:03:36.854645
IamDozie_,FabrizioRomano,2025-07-09 13:46:56.736854
KIKORISCO,FabrizioRomano,2025-07-12 05:46:08.443525
GxlDeWirtz_,FabrizioRomano,2025-07-06 03:37:06.006452
Hamid94808417,FabrizioRomano,2025-07-06 10:44:58.130632
SamsonS5740,FabrizioRomano,2025-07-07 10:21:55.594062
jefferyd_man,FabrizioRomano,2025-07-03 00:49:30.792691
clanofAlph,FabrizioRomano,2025-07-11 11:48:16.563840
Echefulach96867,FabrizioRomano,2025-07-12 13:20:36.278340
zokubiha02,IbaiLlanos,2025-07-02 05:12:20.527786
kotonasofm,IbaiLlanos,2025-07-03 10:34:01.755195
kju1225,IbaiLlanos,2025-07-09 19:30:00.568541
toamade7r,IbaiLlanos,2025-07-06 11:53:35.499813
etsubuwopb,IbaiLlanos,2025-07-04 11:44:00.382267
rayito_______,IbaiLlanos,2025-07-11 13:56:46.259574
lubowitz_feeney,IbaiLlanos,2025-07-11 21:36:37.524868
chiruigaoq,IbaiLlanos,2025-07-01 03:13:17.598082
ORIN_WHALE,IbaiLlanos,2025-07-03 12:27:31.670223
otariboy9,IbaiLlanos,2025-07-02 03:09:21.453733
panshiyuyk,IbaiLlanos,2025-07-09 19:41:12.083245
kumidodzu7t,IbaiLlanos,2025-07-09 17:50:50.198566
gotobayoyx,IbaiLlanos,2025-07-03 13:40:27.767992
muzumisawk,IbaiLlanos,2025-07-06 14:08:25.374868
frohanzxhg,IbaiLlanos,2025-07-04 04:11:19.192975
MATTS0l,IbaiLlanos,2025-07-04 14:55:46.049678
ranroraqb,IbaiLlanos,2025-07-09 20:38:14.571072
MABP48,IbaiLlanos,2025-07-02 10:08:16.771855
emilio7_Eth,IbaiLlanos,2025-07-09 04:21:28.427825
pekensuud,IbaiLlanos,2025-07-05 01:06:10.193135
zenadaya1o,IbaiLlanos,2025-07-07 03:25:22.142909
funkuzur8,IbaiLlanos,2025-07-09 16:51:49.091072
reruinixs,IbaiLlanos,2025-07-11 09:19:10.560956
sokiname7a,IbaiLlanos,2025-07-07 04:01:54.151407
senpakaa1,IbaiLlanos,2025-07-03 05:10:18.240263
Pablo__Ro,IbaiLlanos,2025-07-06 09:35:59.299290
Adrian_20vt,IbaiLlanos,2025-07-08 22:31:59.363566
themaniacacb,IbaiLlanos,2025-07-04 03:39:08.040238
heiripef7,IbaiLlanos,2025-07-11 06:09:05.797814
pukukibelg,IbaiLlanos,2025-07-10 16:01:12.221929
bikurubuu3,IbaiLlanos,2025-07-07 15:53:00.725606
nomibidzu6c,IbaiLlanos,2025-07-09 23:30:00.680641
matutineZ_,IbaiLlanos,2025-07-03 04:41:40.494731
NANCY100X,IbaiLlanos,2025-07-09 23:22:42.471021
enkizu90,IbaiLlanos,2025-07-06 22:12:38.448335
kataniro6h,IbaiLlanos,2025-07-11 08:10:06.431815
meikakoyz,IbaiLlanos,2025-07-04 10:50:15.285532
jizakamers,IbaiLlanos,2025-07-08 16:05:21.221045
kutokuzabd,IbaiLlanos,2025-07-11 08:29:48.496935
hiyaode59,IbaiLlanos,2025-07-06 16:12:25.543972
betsudedzuhg,IbaiLlanos,2025-07-07 11:51:02.066212
hirasesau9,IbaiLlanos,2025-07-12 10:36:25.330718
kariohayf,IbaiLlanos,2025-07-09 13:59:04.124247
maedemowj,IbaiLlanos,2025-07-02 05:29:47.848962
chigamabis0,IbaiLlanos,2025-07-04 07:34:25.102624
sekichiwosv,IbaiLlanos,2025-07-12 00:11:59.534680
masubaroee,IbaiLlanos,2025-07-08 02:40:14.717826
keihahi9n,IbaiLlanos,2025-07-07 17:53:30.576637
gennapi4c,IbaiLlanos,2025-07-08 06:04:20.745440
yujishimubk,IbaiLlanos,2025-07-09 07:57:20.415800
Ema128528,WestCOL,2025-07-08 03:53:56.932432
Erick_Ghost_,WestCOL,2025-07-02 04:18:04.287095
abeleliasar,WestCOL,2025-07-02 09:47:34.298843
pepitopito01,WestCOL,2025-07-11 00:27:00.877236
Efraindlrda,WestCOL,2025-07-09 12:48:28.526086
alvaroms_iq,WestCOL,2025-07-09 14:47:51.086045
AlexVZCOL,WestCOL,2025-07-12 00:37:27.983170
Samuelvillalobs,WestCOL,2025-07-09 07:18:11.050825
sob24133704,WestCOL,2025-07-06 11:45:19.985445
LuisHer28279549,WestCOL,2025-07-03 05:18:14.799015
MurphyCillian99,WestCOL,2025-07-07 17:14:33.331218
pukiw5,WestCOL,2025-07-03 18:14:38.686029
KVDN218,WestCOL,2025-07-03 12:30:50.756951
Ferexc_,WestCOL,2025-07-01 19:06:53.517868
crqy_cg,WestCOL,2025-07-07 01:53:30.639440
smgb1417,WestCOL,2025-07-04 04:42:35.694855
AARCE97,WestCOL,2025-07-09 16:13:07.245724
quintero333nico,WestCOL,2025-07-02 01:26:39.844781
Oscar_monacho,WestCOL,2025-07-06 20:47:14.961690
MSolano23439,WestCOL,2025-07-05 00:00:31.910466
juanse_0917,WestCOL,2025-07-08 11:05:42.505517
MoisesJoau,WestCOL,2025-07-05 03:47:28.604601
eldavt0,WestCOL,2025-07-12 12:42:25.612705
GodoySanty10,WestCOL,2025-07-06 10:38:45.440285
JuanesCruzR,WestCOL,2025-07-09 20:46:04.918125
Naldo21,WestCOL,2025-07-12 02:46:01.672163
Moimoiguerrero,WestCOL,2025-07-10 11:22:10.252416
juan_09trujillo,WestCOL,2025-07-08 05:22:51.674640
Nanitaaa15,WestCOL,2025-07-10 07:24:29.183561
SebasSsj24,WestCOL,2025-07-04 22:18:33.408648
cuscurus1,WestCOL,2025-07-06 23:51:02.944252
LlanesArle1906,WestCOL,2025-07-02 21:53:34.285412
ReizxMrdr2,WestCOL,2025-07-03 07:21:12.564924
percs_z,WestCOL,2025-07-04 07:05:07.753627
Luffy17xd,WestCOL,2025-07-05 10:17:47.999507
arexrf,WestCOL,2025-07-05 23:44:06.898629
AhrLucifer57533,WestCOL,2025-07-11 05:23:23.417760
seikuzta,WestCOL,2025-07-08 14:34:08.000653
AdrielR43387952,WestCOL,2025-07-09 12:09:59.840572
Romuxd,WestCOL,2025-07-09 02:39:33.770410
IMJaimeesp,WestCOL,2025-07-11 19:30:28.883761
westcol617,WestCOL,2025-07-04 09:30:27.361681
BrayanRios28758,WestCOL,2025-07-09 08:18:13.125063
RoqueCastillo29,WestCOL,2025-07-12 11:20:32.237069
Juanrs10457w7,WestCOL,2025-07-02 05:30:45.253491
WilsonPH78,WestCOL,2025-07-06 04:22:27.521774
Megawey147818,WestCOL,2025-07-03 13:13:08.039863
jdiegoruribe,WestCOL,2025-07-11 14:09:03.800199
diegoooooom82,WestCOL,2025-07-11 06:50:01.613966
frankli99301712,WestCOL,2025-07-06 23:24:07.027511
Rokkoark,FCBarcelona_es,2025-07-04 16:47:50.300885
Letona_Official,FCBarcelona_es,2025-07-09 19:54:26.306170
JesusEspin73018,FCBarcelona_es,2025-07-08 02:07:52.243924
jimmy_bad,FCBarcelona_es,2025-07-11 21:50:10.869154
cambarsa,FCBarcelona_es,2025-07-03 18:55:35.402412
MartinPacheco55,FCBarcelona_es,2025-07-06 09:21:47.543425
Penalozazuleyk1,FCBarcelona_es,2025-07-11 12:27:11.328197
FotoSanti,FCBarcelona_es,2025-07-04 16:54:04.876676
sazidour2441139,FCBarcelona_es,2025-07-10 13:21:43.769049
lgmarquez1960,FCBarcelona_es,2025-07-03 21:59:22.439599
Alfaroalex2008,FCBarcelona_es,2025-07-10 15:50:46.602629
my_narawin,FCBarcelona_es,2025-07-07 06:50:22.752907
satoru_19890722,FCBarcelona_es,2025-07-11 04:59:19.383674
liiaelys,FCBarcelona_es,2025-07-07 11:31:12.577419
angiepeaky,FCBarcelona_es,2025-07-10 13:39:52.615777
Abdalyam,FCBarcelona_es,2025-07-06 17:52:52.345349
_kimi_uwu,FCBarcelona_es,2025-07-09 20:45:33.430147
Koko72370068205,FCBarcelona_es,2025-07-10 14:15:54.221001
atlantapaige99,FCBarcelona_es,2025-07-06 20:09:43.000678
ElizabethN459,FCBarcelona_es,2025-07-05 06:26:48.932974
omarrdz1818,FCBarcelona_es,2025-07-07 15:25:13.994085
josepineda123,FCBarcelona_es,2025-07-03 17:58:55.664617
JensCule10,FCBarcelona_es,2025-07-07 04:24:55.128528
Jazzfcb7,FCBarcelona_es,2025-07-08 18:38:24.773277
Alexfluffycows,FCBarcelona_es,2025-07-03 06:13:01.928361
SelmaXimo,FCBarcelona_es,2025-07-06 18:34:18.043597
CruzAvila_2006,FCBarcelona_es,2025-07-09 14:14:04.054764
betarango,FCBarcelona_es,2025-07-03 06:59:28.629180
Lil77Gen,FCBarcelona_es,2025-07-07 00:50:55.879396
XBaxf1z,FCBarcelona_es,2025-07-06 22:46:12.137868
culer183993,FCBarcelona_es,2025-07-05 06:14:02.478372
Carmenfcb1997,FCBarcelona_es,2025-07-12 13:54:15.041090
SamuelSMJPR123,FCBarcelona_es,2025-07-10 21:54:32.205882
Emmanuel_Gyamf,FCBarcelona_es,2025-07-06 21:09:35.935465
PintusAnton1,FCBarcelona_es,2025-07-06 23:50:27.594138
MauricioPriale,FCBarcelona_es,2025-07-03 05:45:04.334552
adria_10_fcb,FCBarcelona_es,2025-07-04 05:34:40.100523
AraujoRonal10,FCBarcelona_es,2025-07-05 07:51:05.470936
vanessa__conde,FCBarcelona_es,2025-07-09 06:22:07.149759
afriyie_dankwah,FCBarcelona_es,2025-07-10 17:14:40.653308
Bida3141,FCBarcelona_es,2025-07-01 08:50:39.212688
ANITAABLA10,FCBarcelona_es,2025-07-10 14:40:49.634505
kmichael_travel,FCBarcelona_es,2025-07-03 07:53:04.229374
Lovely200413,FCBarcelona_es,2025-07-10 23:34:37.905140
laminyamalof,FCBarcelona_es,2025-07-02 10:33:10.334715
CuleOculto,FCBarcelona_es,2025-07-03 22:55:05.378978
rdzclara2024,FCBarcelona_es,2025-07-03 10:16:46.019642
JasonR2110,FCBarcelona_es,2025-07-09 12:43:19.216637
PrinceDany19,FCBarcelona_es,2025-07-05 08:17:50.652144
bangoura_majbe,FCBarcelona_es,2025-07-04 16:28:57.610121
